extformaction,extfavicon,atsymbol,domaininsubdomains,querylength,randomstring,hostnamelength,urllength,numpercent,subdomainlevel,pctnullselfredirecthyperlinks,fakelinkinstatusbar,relativeformaction,numdash,frequentdomainnamemismatch,pctexthyperlinks,numquerycomponents,numnumericchars,numunderscore,domaininpaths,pathlength,insecureforms,abnormalformaction,pctextresourceurls,numsensitivewords,tildesymbol,embeddedbrandname,httpsinhostname,doubleslashinpath,numhash,numampersand,id,class_label
0,0,0,0,0,0,13,55,0,1,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,1,0,0,0,0,0,3580,1
0,1,0,0,0,0,11,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5061,0
0,1,0,0,0,0,25,104,0,0,0,0,0,0,0,0,0,0,0,1,72,1,0,0,0,0,0,0,0,0,0,6285,0
0,0,0,0,0,0,16,67,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,2,0,0,0,0,0,0,87,1
0,0,0,0,0,1,24,59,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,1416,1
0,0,0,0,0,0,16,52,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,2277,1
0,0,0,0,8,0,18,43,0,1,0,0,1,0,0,0,1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,8701,0
0,0,0,0,0,1,18,135,0,1,0,0,0,0,0,0,0,0,0,1,110,1,0,0,1,1,0,0,0,0,0,3843,1
0,1,0,0,0,0,25,75,0,1,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0,0,0,0,0,0,1974,1
0,1,0,0,0,0,19,39,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,9042,0
0,0,0,0,0,1,13,165,0,0,0,0,0,0,0,0,0,0,6,0,145,0,0,0,0,0,0,0,0,0,0,6874,0
0,0,0,0,87,0,24,150,0,1,0,0,1,0,0,0,2,0,7,0,31,1,0,0,1,0,0,0,0,0,2,1126,1
0,0,0,0,0,0,22,95,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,7972,0
0,1,0,0,0,1,17,101,0,0,0,0,0,0,0,0,0,0,10,1,77,1,0,0,0,0,0,0,0,0,0,5712,0
0,0,0,0,18,0,15,62,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,1,6411,0
0,0,0,0,0,1,15,72,0,1,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,7545,0
0,0,0,0,42,0,22,97,0,1,0,0,0,0,0,0,4,0,0,1,25,0,0,0,0,0,0,0,0,0,3,8098,0
1,0,0,0,42,0,19,76,2,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,1,0,0,0,0,0,0,8240,0
0,0,0,0,0,0,34,54,0,1,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,3123,1
0,0,0,0,0,0,12,37,0,1,0,0,1,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,9694,0
0,0,0,0,0,1,22,150,0,1,0,0,0,0,0,0,0,0,0,1,121,0,0,0,0,0,0,0,0,0,0,3084,1
0,0,0,0,0,0,24,59,0,1,0,0,1,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,2527,1
0,1,0,0,0,1,16,57,0,1,0,0,0,0,0,0,0,0,0,1,34,1,0,0,0,0,0,0,0,0,0,9771,0
0,1,0,0,33,1,13,88,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,2,0,0,0,0,0,0,325,1
0,0,0,0,0,0,17,66,0,1,0,0,0,0,0,0,0,0,1,1,42,1,0,0,1,0,0,0,0,0,0,4758,1
0,0,0,0,0,0,17,34,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,9731,0
0,1,0,0,0,1,11,83,0,0,0,0,1,0,0,0,0,0,0,0,65,1,1,0,0,0,0,0,0,0,0,6609,0
0,0,0,0,0,1,25,122,0,1,0,0,0,0,0,0,0,0,3,1,90,1,0,0,0,0,0,0,0,0,0,4540,1
0,0,0,0,0,0,15,45,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,8692,0
0,0,0,1,0,0,33,73,0,2,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,4000,1
0,0,0,0,0,1,11,76,0,1,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,6724,0
0,1,0,0,0,0,17,38,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,2,0,0,0,0,0,0,609,1
0,0,0,0,0,0,13,47,0,0,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,0,0,0,0,0,0,8457,0
0,0,0,0,0,1,15,97,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,0,6456,0
0,0,0,0,0,1,17,43,0,1,0,0,1,0,0,0,0,0,0,1,19,1,1,0,0,0,0,0,0,0,0,1256,1
0,0,0,0,0,0,16,45,0,1,0,0,1,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,3461,1
0,0,0,0,0,0,20,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8930,0
0,0,0,0,0,0,27,61,0,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,7724,0
0,0,0,0,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,761,1
0,0,0,0,0,0,11,30,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,8341,0
0,1,0,0,0,0,20,37,0,1,0,0,1,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,5903,0
0,1,0,0,0,1,24,106,0,1,0,0,0,0,0,0,0,0,5,1,75,1,0,0,0,0,0,0,0,0,0,8113,0
0,0,0,0,0,0,16,41,0,0,0,0,1,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,8760,0
0,0,0,0,39,1,16,69,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,1,4269,1
0,0,0,0,0,1,22,72,0,1,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0,0,0,0,0,0,3031,1
0,0,0,0,0,1,11,77,0,1,0,0,0,0,0,0,0,0,0,1,59,1,0,0,0,0,0,0,0,0,0,7273,0
0,0,0,0,0,1,16,103,0,1,0,0,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,6750,0
0,0,0,0,0,0,16,66,0,0,0,0,1,0,0,0,0,0,0,0,43,1,1,0,0,0,0,0,0,0,0,6533,0
0,0,0,0,0,1,24,54,0,1,0,0,1,0,0,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,9448,0
0,0,0,0,0,1,24,50,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9519,0
0,0,0,0,0,0,24,68,0,1,0,0,0,0,0,0,0,0,2,0,37,1,0,0,0,0,0,0,0,0,0,7258,0
1,0,0,0,0,0,22,55,0,1,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,3816,1
0,0,0,0,0,0,14,37,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,1077,1
0,0,0,0,0,0,17,65,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,4717,1
0,1,0,0,0,0,8,72,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,6336,0
0,0,0,0,69,0,24,111,0,0,0,1,0,0,0,0,5,0,1,0,10,1,0,0,0,0,0,0,0,0,4,7947,0
0,1,0,0,0,1,8,66,0,0,0,0,1,0,0,0,0,0,0,1,51,1,0,0,0,0,0,0,0,0,0,6372,0
0,0,0,0,0,1,20,70,0,1,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,5773,0
0,0,0,0,0,0,14,29,0,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,3777,1
0,0,0,0,7,1,17,52,0,1,0,0,1,0,0,0,1,0,0,0,20,1,1,0,0,0,0,0,0,0,0,9288,0
0,0,0,0,0,0,17,38,0,1,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,2931,1
0,1,0,0,0,1,10,68,0,0,0,0,1,0,0,0,0,0,0,1,51,1,0,0,0,0,0,0,0,0,0,7023,0
0,0,0,0,0,1,13,48,0,1,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,1,0,0,0,0,2562,1
0,0,0,0,0,0,21,34,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,8453,0
0,0,0,0,0,0,53,61,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8008,0
0,0,0,0,77,1,18,213,0,1,0,0,0,0,0,0,1,0,0,1,110,1,0,0,1,1,0,0,0,0,0,3842,1
0,0,0,0,96,0,26,144,8,1,0,0,0,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,0,0,0,7359,0
0,0,0,0,0,1,15,86,0,0,0,0,0,0,0,0,0,0,0,1,64,1,0,0,2,0,0,0,0,0,0,1922,1
0,0,0,0,0,1,20,75,0,1,0,0,1,0,0,0,0,0,0,0,48,1,1,0,0,0,0,0,0,0,0,7307,0
0,0,0,1,36,0,94,176,0,8,0,0,0,0,0,0,3,0,0,0,38,1,0,0,2,0,0,0,0,0,2,2555,1
0,0,0,0,0,1,15,56,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,9070,0
0,0,0,0,0,0,16,43,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,2635,1
0,0,0,0,0,1,10,68,0,1,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,4991,1
0,1,0,0,0,1,17,106,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,0,0,6732,0
0,0,0,0,0,1,28,67,0,1,0,0,1,0,0,0,0,0,0,1,32,1,1,0,0,0,0,0,0,0,0,5469,0
0,0,0,0,0,0,17,47,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,1887,1
1,0,0,0,0,1,11,84,0,0,0,0,0,0,0,0,0,0,0,1,66,1,0,0,0,0,0,0,0,0,0,6426,0
0,0,0,0,0,1,24,40,0,1,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,1866,1
0,0,0,0,0,0,15,38,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,834,1
1,1,0,0,0,0,17,78,0,0,0,0,1,0,0,0,0,0,0,1,54,1,1,0,0,0,0,0,0,0,0,5416,0
0,0,0,0,0,1,15,40,0,1,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,0,0,0,0,0,0,3487,1
0,1,0,0,0,0,16,49,0,0,0,0,1,0,0,0,0,0,0,1,26,1,1,0,0,0,1,0,0,0,0,1309,1
0,0,0,0,54,0,11,87,0,1,0,0,0,0,0,0,2,0,0,1,14,0,0,0,0,0,0,0,0,0,1,6489,0
0,0,0,0,26,0,34,69,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8248,0
0,0,0,0,0,0,17,46,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,4605,1
0,0,0,0,0,0,17,56,0,1,0,0,1,0,0,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0,9322,0
0,0,0,0,37,0,11,106,1,0,0,0,0,0,0,0,2,0,0,1,50,1,0,0,0,0,0,0,0,0,0,5868,0
0,0,0,0,0,0,15,51,0,1,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,0,1,0,0,0,0,4437,1
1,0,0,0,0,1,21,83,0,0,0,1,1,0,0,0,0,0,0,1,55,1,0,0,0,0,0,0,0,0,0,7698,0
0,0,0,0,0,0,20,47,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,2558,1
0,0,0,0,0,0,17,87,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,8145,0
0,1,0,0,0,0,28,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8329,0
0,1,0,0,0,1,17,40,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9803,0
0,0,0,0,55,0,25,103,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5550,0
0,0,0,0,22,0,15,91,0,1,0,0,1,0,0,0,2,0,0,1,46,1,0,0,0,0,0,0,0,0,1,5216,0
0,0,0,0,0,0,21,64,0,1,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,0,1,0,0,0,0,121,1
0,1,0,0,0,0,16,54,0,1,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,303,1
0,0,0,0,0,0,14,143,0,0,0,0,0,0,0,0,0,0,0,1,122,1,0,0,0,0,0,0,0,0,0,7140,0
0,0,0,0,90,0,17,122,2,1,0,0,0,0,0,0,7,0,2,0,7,1,0,0,0,0,0,0,0,0,6,7429,0
0,0,0,0,0,0,35,59,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,0,0,0,4221,1
0,0,0,0,0,0,17,47,0,0,0,0,1,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,2155,1
0,1,0,0,0,0,22,34,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,59,1
0,1,0,0,0,1,8,79,0,0,0,0,0,0,0,0,0,0,0,1,64,1,0,0,0,0,0,0,0,0,0,6848,0
0,0,0,0,0,0,19,89,0,0,0,0,0,0,0,0,0,0,0,1,63,1,0,0,0,0,0,0,0,0,0,7167,0
0,0,0,0,0,1,20,59,0,1,0,0,1,0,0,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0,9855,0
1,0,0,0,33,0,19,80,0,0,0,0,1,0,0,0,2,0,2,0,20,1,0,0,0,0,0,0,0,0,1,6556,0
1,0,0,0,0,1,22,39,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,9287,0
0,0,0,0,24,0,19,93,0,0,0,0,0,0,0,0,2,0,0,0,42,1,0,0,0,0,0,0,0,0,1,5462,0
0,0,0,0,0,1,18,48,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,2836,1
0,0,0,0,0,1,15,51,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,1892,1
0,1,0,0,33,1,24,121,0,0,0,0,0,0,0,0,1,0,0,0,56,1,0,0,0,0,0,0,0,0,0,831,1
0,0,0,0,0,0,20,36,0,1,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,3471,1
0,0,0,0,0,0,16,51,0,1,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,0,0,0,0,0,0,54,1
1,1,0,0,0,0,21,112,0,1,0,0,0,0,0,0,0,0,0,1,84,1,0,0,0,0,0,0,0,0,0,7802,0
0,0,0,0,56,0,20,115,4,0,0,0,0,0,0,0,5,0,0,1,31,0,0,0,0,0,0,0,0,0,4,5547,0
0,0,0,0,0,1,19,74,0,1,0,0,1,0,0,0,0,0,0,1,48,1,1,0,0,0,0,0,0,0,0,5427,0
0,0,0,0,0,0,16,59,0,1,0,0,0,0,0,0,0,0,2,1,36,1,0,0,0,0,0,0,0,0,0,9906,0
0,1,0,0,0,0,12,43,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,0,1,0,0,0,0,3944,1
0,0,0,0,0,1,15,48,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,9109,0
0,0,0,0,0,1,19,53,0,1,0,0,1,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,0,9775,0
0,0,0,0,0,1,22,33,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,702,1
0,0,0,0,0,1,19,79,0,0,0,0,0,0,0,0,0,0,0,1,53,1,0,0,0,0,0,0,0,0,0,6069,0
0,0,0,0,0,1,12,92,0,0,0,0,0,0,0,0,0,0,0,1,73,1,0,0,0,0,0,0,0,0,0,6387,0
0,0,0,0,0,1,27,82,0,1,0,0,0,0,0,0,0,0,6,1,48,1,0,0,0,0,0,0,0,0,0,7203,0
0,0,0,0,0,1,29,120,0,1,0,0,0,0,0,0,0,0,0,1,84,0,0,0,0,0,0,0,0,0,0,5694,0
0,0,0,0,0,0,16,47,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,0,0,0,8882,0
0,1,0,0,0,1,16,111,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,7406,0
1,0,0,0,0,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,570,1
0,1,0,0,11,0,15,56,0,1,0,0,0,0,0,0,1,0,1,1,22,0,0,0,0,0,0,0,0,0,0,9631,0
0,0,0,0,0,0,22,42,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,8353,0
0,1,0,0,0,1,22,37,0,1,0,0,1,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,3105,1
0,0,0,0,0,1,16,80,0,0,0,0,0,0,0,0,0,0,0,1,57,1,0,0,0,0,0,0,0,0,0,8063,0
0,0,0,0,0,0,18,39,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,8909,0
0,0,0,0,82,0,18,140,0,0,0,0,0,0,0,0,3,0,0,1,32,1,0,0,1,0,0,0,0,0,2,935,1
0,0,0,0,0,1,26,84,0,1,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,1692,1
0,0,0,0,0,1,12,36,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,2261,1
0,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,363,1
0,0,0,1,0,1,57,109,0,2,0,0,1,0,0,0,0,0,0,1,45,1,0,0,0,0,0,0,0,0,0,3264,1
1,0,0,0,0,1,15,34,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,9049,0
0,0,0,0,0,0,23,51,0,1,0,0,1,0,0,0,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,9412,0
0,0,0,0,0,1,18,96,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0,0,0,0,0,0,0,0,0,7864,0
0,0,0,0,0,1,11,42,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9061,0
0,0,0,0,0,1,14,32,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1032,1
0,1,0,0,0,1,17,85,0,0,0,0,0,0,0,0,0,0,0,1,61,1,0,0,0,0,0,0,0,0,0,4295,1
0,0,0,0,20,1,19,95,0,0,0,0,0,0,0,0,1,0,1,1,48,1,0,0,0,0,0,0,0,0,0,7684,0
0,0,0,0,0,0,18,50,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,8683,0
0,0,0,0,0,1,15,54,0,1,0,0,1,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,9232,0
0,0,0,1,0,0,27,61,0,4,0,0,0,0,0,0,0,0,0,1,27,1,0,0,2,0,0,0,0,0,0,3073,1
0,0,0,0,0,1,31,91,0,1,0,0,1,0,0,0,0,0,0,1,53,1,1,0,0,0,0,0,0,0,0,7581,0
1,0,0,0,0,0,22,47,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,8636,0
1,0,0,0,65,0,16,102,0,0,0,0,0,0,0,0,3,0,4,0,13,1,0,0,0,0,0,0,0,0,2,7847,0
0,0,0,0,0,1,17,116,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,3571,1
0,0,0,0,0,1,8,54,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,8721,0
0,1,0,0,0,1,25,74,0,0,0,0,0,0,0,0,0,0,0,1,42,1,0,0,0,0,0,0,0,0,0,8054,0
0,0,0,0,0,1,29,75,1,1,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,1907,1
0,0,0,0,0,1,19,106,0,1,0,0,1,0,0,0,0,0,0,1,80,1,0,0,0,0,0,0,0,0,0,5352,0
0,0,0,0,0,0,20,71,0,1,0,0,0,0,0,0,0,0,0,1,44,1,0,0,0,0,0,0,0,0,0,3544,1
0,0,0,0,26,1,13,75,0,1,0,1,1,0,0,0,0,0,0,1,28,1,0,0,0,0,0,0,0,0,0,4903,1
0,1,0,0,10,1,20,62,0,1,0,0,0,0,0,0,1,0,0,0,24,1,0,0,0,0,0,0,0,0,0,6860,0
0,1,0,0,0,0,26,69,0,0,0,0,0,0,0,0,0,0,1,0,36,1,0,0,0,0,0,0,0,0,0,158,1
0,0,0,0,0,1,21,60,0,1,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,3797,1
0,0,0,0,0,0,10,47,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,643,1
0,0,0,0,58,0,10,91,0,0,0,0,0,0,0,0,2,0,4,1,15,1,0,0,0,0,0,0,0,0,1,7927,0
0,0,0,0,17,0,18,76,0,0,0,0,0,0,0,0,2,0,0,1,33,0,0,0,0,0,0,0,0,0,1,5163,0
1,1,0,1,47,1,65,171,0,8,0,0,0,0,0,0,2,0,3,0,51,1,0,0,1,0,1,0,0,0,1,736,1
0,0,0,0,0,1,18,107,5,1,0,0,1,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,0,0,2536,1
0,0,0,0,26,1,14,103,0,0,0,0,0,0,0,0,2,0,2,1,55,1,0,0,0,0,0,0,0,0,1,6806,0
0,0,0,0,0,0,25,51,0,0,0,0,1,0,0,0,0,0,0,1,19,1,0,0,1,0,0,0,0,0,0,2476,1
0,0,0,0,17,0,17,58,0,0,0,0,0,0,0,0,1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,8867,0
0,0,0,0,0,0,13,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5046,0
1,0,0,0,0,0,17,94,0,0,0,0,1,0,0,0,0,0,0,1,70,1,0,0,0,0,0,0,0,0,0,6567,0
0,0,0,0,0,0,18,45,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,1,0,0,0,0,0,0,832,1
0,0,0,0,0,0,16,44,0,1,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,6955,0
0,0,0,0,0,1,12,93,0,0,0,0,0,0,0,0,0,0,0,1,74,1,0,0,0,0,0,0,0,0,0,6794,0
0,0,0,0,0,1,15,44,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,2003,1
0,0,0,0,37,0,17,79,1,0,0,0,1,0,0,0,1,0,0,1,17,1,0,0,0,0,0,0,0,0,0,6273,0
0,0,0,0,96,1,14,187,0,0,0,0,1,0,0,0,3,0,7,1,69,1,0,0,0,0,0,0,0,0,2,157,1
0,0,0,0,0,1,19,46,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,3062,1
0,1,0,0,0,1,22,60,0,1,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,3229,1
1,1,0,0,0,0,13,64,0,0,0,0,1,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,5884,0
0,0,0,0,0,0,25,59,0,1,0,0,1,0,0,0,0,0,0,1,27,1,0,0,0,0,0,0,0,0,0,3311,1
0,0,0,0,0,1,20,87,0,1,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,0,0,3694,1
0,0,0,0,0,0,32,70,0,1,0,0,0,0,0,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,3333,1
0,0,0,0,0,1,16,54,0,1,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,9239,0
0,0,0,0,0,0,9,57,0,0,0,0,1,0,0,0,0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,3912,1
0,0,0,0,0,0,12,43,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,1680,1
0,0,0,0,0,1,12,106,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,7720,0
0,0,0,0,0,1,15,66,0,1,0,0,1,0,0,0,0,0,4,1,44,1,1,0,0,0,0,0,0,0,0,6776,0
0,0,0,0,0,1,47,55,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1536,1
0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,595,1
0,0,0,0,58,1,26,147,0,0,0,0,0,0,0,0,1,0,0,1,55,1,0,0,2,0,0,0,0,0,0,2380,1
1,0,0,0,0,1,14,63,0,1,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,3697,1
1,1,0,0,50,0,18,95,0,1,0,0,0,0,0,0,2,0,3,1,19,1,0,0,0,0,0,0,0,0,1,584,1
0,0,0,0,27,0,17,75,0,0,0,0,0,0,0,0,3,0,1,1,23,0,0,0,0,0,0,0,0,0,2,7120,0
0,0,0,0,109,1,15,189,0,0,0,0,0,0,0,0,4,0,2,0,57,1,0,0,1,0,0,0,0,0,2,2135,1
0,0,0,0,0,1,22,93,0,1,0,0,1,0,0,0,0,0,0,1,64,1,1,0,0,0,0,0,0,0,0,6623,0
0,0,0,0,0,1,15,103,0,1,0,0,0,0,0,0,0,0,0,1,81,1,0,0,0,0,0,0,0,0,0,3560,1
0,0,0,0,95,1,13,141,0,0,0,0,1,0,0,0,2,0,7,1,25,1,0,0,0,0,0,0,0,0,2,1070,1
0,0,0,0,0,0,17,43,0,0,0,0,1,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,2719,1
0,0,0,0,8,1,8,80,0,0,0,0,1,0,0,0,1,0,0,1,56,1,0,0,0,0,0,0,0,0,0,6578,0
0,0,0,0,0,1,13,37,0,0,0,0,1,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,0,0,0,9102,0
0,0,0,0,0,0,18,42,0,1,0,0,0,0,0,0,0,0,0,1,17,1,0,0,1,0,0,0,0,0,0,2809,1
1,0,0,0,0,0,12,120,0,0,0,0,1,0,0,0,0,0,0,1,101,1,1,0,0,0,0,0,0,0,0,7723,0
0,0,0,0,0,0,32,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9099,0
0,0,0,0,0,0,13,21,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5052,0
