,InsecureForms,AbnormalFormAction,TildeSymbol,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,NumQueryComponents,PathLevel,NumUnderscore,FakeLinkInStatusBar,id,CLASS_LABEL
2439,0,0,0,0,0,8,0,6,0,5379,0
1555,1,0,1,0,0,1,9,0,0,3842,1
319,1,0,0,0,0,0,3,0,0,4640,1
24,1,0,0,0,0,0,3,0,0,4143,1
966,1,0,0,0,0,0,3,0,0,1537,1
1463,1,0,0,0,0,0,1,0,0,4270,1
895,1,0,0,0,0,0,3,0,0,8694,0
552,1,0,0,0,0,0,3,1,0,2675,1
2658,1,0,0,0,0,0,3,0,0,2286,1
2018,1,0,0,0,0,0,4,0,0,9431,0
1826,1,0,0,0,0,1,3,0,0,7186,0
1695,1,0,0,0,0,0,3,6,0,6367,0
220,1,0,0,0,0,0,1,0,0,3746,1
2537,1,0,0,0,0,4,3,1,0,1028,1
2412,1,0,0,0,0,0,3,4,0,9268,0
1959,0,0,0,0,0,0,5,0,0,9070,0
1219,1,0,0,0,0,0,5,0,0,4682,1
1801,1,0,0,0,0,0,2,0,0,1100,1
1192,1,0,0,0,0,0,4,0,0,867,1
1784,0,0,0,0,0,0,9,0,0,5963,0
1898,1,0,0,0,0,3,5,2,0,8227,0
2345,1,0,0,0,0,0,5,0,0,4011,1
1545,1,0,0,0,0,1,2,0,0,1430,1
2370,1,0,0,0,0,0,5,0,0,828,1
815,1,0,0,0,0,0,5,0,0,6906,0
1056,0,0,0,0,0,0,2,0,0,3626,1
212,1,0,0,0,0,0,3,0,0,4479,1
979,0,0,0,0,0,0,5,5,0,8146,0
863,1,0,1,0,0,0,11,0,0,1425,1
1637,1,0,0,0,0,0,3,0,0,868,1
1618,0,0,0,0,0,0,2,0,0,2415,1
2080,1,0,0,0,0,0,3,0,0,2537,1
55,1,0,0,0,0,0,4,0,0,3367,1
2072,1,0,0,0,0,0,3,0,0,3107,1
1063,0,0,0,0,0,0,0,0,0,9706,0
519,1,0,0,0,0,0,7,0,0,1607,1
2163,1,0,0,0,0,0,2,0,0,2144,1
1436,1,0,0,0,0,0,4,0,0,7469,0
1083,1,0,0,0,0,0,2,0,0,1947,1
318,1,0,0,0,0,0,3,0,0,2080,1
1875,1,0,0,0,0,0,3,0,0,3592,1
1090,1,1,0,0,0,0,2,0,0,6552,0
1762,1,0,0,0,0,0,5,0,0,2322,1
2538,1,0,0,0,0,0,4,1,0,2120,1
2348,1,1,0,0,0,5,0,1,0,7305,0
2129,1,0,0,0,0,0,3,0,0,7574,0
1313,0,0,0,0,0,3,1,1,0,5959,0
2666,1,0,0,0,0,0,4,0,0,5132,0
958,1,0,0,0,0,0,5,0,0,3689,1
654,1,0,0,0,0,0,2,0,0,898,1
165,1,0,0,0,0,0,3,0,0,4846,1
1370,1,0,0,0,0,0,5,0,0,2247,1
679,1,0,0,0,0,2,3,1,0,3711,1
1117,1,0,0,0,0,0,3,0,0,6300,0
1738,1,0,0,0,0,0,3,0,0,9065,0
1135,1,0,0,0,0,1,8,0,0,3194,1
2630,1,0,0,0,0,0,5,0,0,9280,0
1767,1,0,0,0,0,0,3,0,0,5472,0
1230,1,0,0,0,0,0,3,0,0,1810,1
2356,1,0,0,0,0,0,2,0,0,1036,1
2290,1,0,0,0,0,0,1,0,0,8621,0
967,1,0,0,0,0,0,3,2,0,7258,0
1639,1,0,0,0,0,0,3,0,0,6435,0
1435,0,0,0,0,0,4,1,4,0,5465,0
2338,1,1,0,0,0,0,5,1,0,2832,1
530,1,0,0,0,0,2,2,0,0,2179,1
1429,1,0,0,0,0,0,2,0,0,3469,1
468,1,0,0,0,0,1,3,0,0,2601,1
2266,1,0,0,0,0,0,5,0,0,6483,0
1228,0,0,0,0,0,0,0,0,0,8306,0
988,1,0,0,0,0,0,4,0,0,3264,1
464,1,0,0,0,0,0,3,0,0,3471,1
37,1,0,0,0,0,0,5,0,0,7176,0
1286,1,0,0,0,0,0,5,0,0,2816,1
832,1,0,0,0,0,0,7,3,0,2883,1
647,1,0,0,0,0,0,3,5,0,8113,0
175,1,0,0,0,0,0,4,0,0,1739,1
2359,1,0,0,0,0,0,4,0,0,1058,1
2120,1,0,0,0,0,1,3,0,0,4025,1
911,1,0,0,0,0,0,3,0,0,7173,0
1029,1,0,0,0,0,0,4,0,0,7451,0
1977,1,0,0,0,0,0,2,0,0,188,1
303,1,0,0,0,0,0,2,0,0,803,1
2352,1,0,0,0,0,0,2,0,0,3482,1
617,1,0,0,0,0,1,8,0,0,3147,1
150,1,0,0,0,0,0,6,0,0,6322,0
1973,1,0,0,0,0,0,3,0,0,8733,0
841,0,0,0,0,0,0,5,0,0,5913,0
1138,1,0,0,0,0,0,3,0,0,1092,1
279,1,0,0,0,0,0,3,0,0,2826,1
2387,1,0,0,0,0,0,3,0,0,8383,0
2524,1,0,0,0,0,0,5,0,0,2162,1
1937,1,0,0,0,0,0,4,0,0,2229,1
2390,0,0,0,0,0,0,8,0,0,6323,0
2509,1,0,0,0,0,0,3,0,0,3094,1
1608,0,0,0,0,0,0,5,0,0,9146,0
2144,0,0,0,0,0,0,4,0,0,9307,0
703,1,0,0,0,0,0,3,0,0,4145,1
1857,1,0,0,0,0,0,2,0,0,1842,1
1098,1,1,0,0,0,0,3,1,0,9733,0
1060,0,0,0,0,0,3,1,0,0,5137,0
384,1,0,0,0,0,0,3,0,0,6809,0
1768,1,0,0,0,0,0,0,0,0,9435,0
2561,1,0,0,0,0,0,2,0,0,9646,0
2256,1,0,0,0,0,0,3,2,0,7692,0
2606,1,0,0,0,0,0,5,0,0,4712,1
1380,1,0,0,0,0,0,2,0,0,575,1
874,1,0,0,0,0,0,7,0,0,1584,1
1256,0,0,0,0,0,1,4,0,0,7304,0
625,1,0,0,0,0,0,1,0,0,9503,0
707,1,0,1,0,0,0,3,0,0,573,1
2279,0,0,0,0,0,0,5,0,0,9791,0
554,1,0,0,0,0,1,2,0,0,6284,0
1792,0,0,0,0,0,0,2,0,0,2509,1
1616,1,0,0,0,0,0,3,0,0,2691,1
1451,0,0,0,0,0,0,1,1,0,8406,0
