name,vote_rate,vote_count,location,type,cuisine,cost_2pax
hotel new karavali,3.8,133,banashankari,quick bites,mangalorean,300.0
the krishna grand,3.9,888,banashankari,casual dining,north indian,750.0
360 atoms restaurant and cafe,3.1,13,banashankari,cafe,cafe,400.0
roti ghar,3.9,750,basavanagudi,casual dining,north indian,500.0
the coffee shack,4.2,164,banashankari,cafe,cafe,500.0
kettle & kegs,3.2,6,banashankari,delivery,tea,200.0
baisakhi,3.8,527,basavanagudi,casual dining,north indian,500.0
corner house ice cream,4.3,345,banashankari,dessert parlor,ice cream,400.0
poonam sweets,4.4,356,banashankari,sweet shop,mithai,150.0
xo belgian waffle,3.7,17,banashankari,dessert parlor,desserts,400.0
old mumbai ice cream,3.9,38,banashankari,dessert parlor,ice cream,150.0
cake of the day,3.7,78,banashankari,bakery,bakery,150.0
amma's pastries,3.8,60,banashankari,dessert parlor,bakery,400.0
kanti sweets,4.0,115,banashankari,sweet shop,mithai,400.0
sugar rush,3.8,39,banashankari,bakery,bakery,300.0
polar bear,3.9,116,banashankari,dessert parlor,ice cream,400.0
san churro cafe,3.8,918,banashankari,cafe,cafe,800.0
anand sweets and savouries,3.7,46,banashankari,sweet shop,mithai,400.0
ibaco,3.9,41,banashankari,dessert parlor,desserts,300.0
kirthi's biryani,3.8,144,banashankari,cafe,chinese,700.0
the lassi and juice park,3.8,28,banashankari,beverage shop,juices,150.0
stoned monkey,4.3,860,banashankari,dessert parlor,desserts,500.0
parimala sweets,3.5,14,banashankari,sweet shop,mithai,200.0
the big o bakes,4.0,66,banashankari,bakery,bakery,300.0
shree mahalakshmi sweets,3.2,8,banashankari,sweet shop,mithai,100.0
keventers,3.7,54,banashankari,beverage shop,desserts,400.0
dessert rose,3.5,7,banashankari,dessert parlor,desserts,500.0
thanco's natural ice creams,3.2,9,banashankari,dessert parlor,ice cream,300.0
corner stone,3.6,42,banashankari,beverage shop,beverages,300.0
kaggis,3.8,64,banashankari,quick bites,fast food,250.0
cocoa bakes,3.6,14,banashankari,bakery,bakery,350.0
floured-baked with love,3.8,45,banashankari,takeaway,bakery,400.0
cafe nova,3.2,11,banashankari,cafe,cafe,600.0
cakes & slices,3.5,13,banashankari,bakery,bakery,300.0
arun ice cream,3.4,7,banashankari,dessert parlor,ice cream,150.0
just bake,3.4,8,banashankari,bakery,bakery,400.0
kwality wall's swirl's happiness station,2.9,25,banashankari,dessert parlor,ice cream,200.0
sweet n swirl,3.2,17,banashankari,dessert parlor,desserts,150.0
sweet truth,3.9,35,banashankari,delivery,bakery,500.0
waffle-a-go go,3.9,70,banashankari,dessert parlor,fast food,400.0
sri venkateshwara sweet meat stall,4.0,98,basavanagudi,sweet shop,mithai,400.0
baskin robbins,3.7,25,basavanagudi,dessert parlor,ice cream,250.0
redberrys,4.0,219,basavanagudi,cafe,cafe,600.0
amande patisserie,4.0,73,basavanagudi,bakery,bakery,300.0
srinivasa brahmins bakery,3.6,16,basavanagudi,bakery,bakery,150.0
jain bakes,3.6,8,basavanagudi,bakery,bakery,250.0
cake ghar,3.8,15,basavanagudi,bakery,bakery,400.0
kc das - sweet spot,3.6,46,basavanagudi,sweet shop,mithai,200.0
diabetics dezire sugarless sweets and bakes,3.3,13,basavanagudi,dessert parlor,desserts,300.0
cake yard,3.3,9,basavanagudi,dessert parlor,desserts,250.0
iceberg icecreams,4.0,43,basavanagudi,dessert parlor,desserts,250.0
a2b veg - adyar ananda bhavan,2.7,97,basavanagudi,casual dining,south indian,400.0
sri krishna sweets,3.7,22,basavanagudi,sweet shop,mithai,250.0
cake art,3.5,15,basavanagudi,bakery,bakery,400.0
asha sweets centre,3.6,27,basavanagudi,dessert parlor,fast food,250.0
the krishna grand,3.9,888,banashankari,casual dining,north indian,750.0
sea spice by 7 star,4.0,349,banashankari,casual dining,seafood,1200.0
mini punjabi dhaba,4.2,287,banashankari,quick bites,north indian,350.0
onesta,4.6,2556,banashankari,casual dining,pizza,600.0
wamama,4.2,354,banashankari,casual dining,asian,800.0
jalsa,4.1,775,banashankari,casual dining,north indian,800.0
vinny's,4.2,2115,banashankari,casual dining,pizza,800.0
jcubez,3.8,977,banashankari,lounge,finger food,1300.0
gustoes beer house,4.1,868,banashankari,pub,continental,1200.0
penthouse cafe,4.0,324,banashankari,cafe,cafe,700.0
spice elephant,4.1,787,banashankari,casual dining,chinese,800.0
smacznego,4.2,504,banashankari,cafe,cafe,550.0
cafãâãâãâãâãâãâãâãâ© down the alley,4.1,402,banashankari,cafe,cafe,500.0
cafe shuffle,4.2,150,banashankari,cafe,cafe,600.0
the coffee shack,4.2,164,banashankari,cafe,cafe,500.0
peppy peppers,4.2,244,banashankari,casual dining,italian,800.0
anna kuteera,4.0,771,banashankari,casual dining,south indian,450.0
szechuan dragon,4.2,1647,banashankari,casual dining,chinese,600.0
1947,4.0,808,banashankari,casual dining,north indian,850.0
caf-eleven,4.0,424,banashankari,cafe,cafe,450.0
thamboola,3.9,135,banashankari,casual dining,north indian,800.0
havyaka mess,3.9,28,banashankari,mess,south indian,300.0
san churro cafe,3.8,918,banashankari,cafe,cafe,800.0
cafe vivacity,3.8,90,banashankari,cafe,cafe,650.0
chung wah,3.9,519,banashankari,casual dining,chinese,900.0
vietnamese kitchen,3.6,105,banashankari,casual dining,vietnamese,700.0
blue wings bar & restaurant,3.7,43,banashankari,bar,north indian,700.0
anand sweets and savouries,3.7,46,banashankari,sweet shop,mithai,400.0
catch-up-ino,3.9,133,banashankari,cafe,cafe,800.0
kirthi's biryani,3.8,144,banashankari,cafe,chinese,700.0
t3h cafe,3.9,93,banashankari,cafe,cafe,300.0
srikrishna bhavan,3.8,42,banashankari,quick bites,south indian,300.0
dal tadkaa,2.5,247,banashankari,casual dining,north indian,500.0
360 atoms restaurant and cafe,3.1,13,banashankari,cafe,cafe,400.0
new imperial restaurant,3.7,39,banashankari,casual dining,north indian,450.0
the vintage cafe,3.0,62,banashankari,cafe,cafe,400.0
green gardenia,3.8,160,banashankari,casual dining,north indian,700.0
parimala sweets,3.5,14,banashankari,sweet shop,mithai,200.0
vaishali deluxe,3.8,42,banashankari,casual dining,north indian,700.0
paradise premium,3.1,119,banashankari,casual dining,biryani,700.0
kadala tarangaa,3.6,129,banashankari,casual dining,mangalorean,600.0
vi ra's bar and restaurant,3.3,62,banashankari,bar,south indian,800.0
sri yaksha shiv sagar,3.6,24,banashankari,casual dining,north indian,600.0
nandhini deluxe,2.6,283,banashankari,casual dining,north indian,600.0
corner stone,3.6,42,banashankari,beverage shop,beverages,300.0
karavali fish center,3.4,10,banashankari,quick bites,mangalorean,300.0
ayda persian kitchen,3.7,39,banashankari,casual dining,north indian,950.0
j spice,3.8,59,banashankari,casual dining,north indian,750.0
swadesh tadka,3.5,179,banashankari,casual dining,north indian,600.0
iyer's tiffin centre,3.8,62,banashankari,quick bites,south indian,150.0
kydz adda,3.4,6,banashankari,casual dining,continental,500.0
k27 - the pub,3.1,30,banashankari,bar,chinese,1000.0
kotian karavali restaurant,3.5,10,banashankari,quick bites,south indian,300.0
food box cafe,3.6,36,banashankari,casual dining,mughlai,500.0
hide out cafe,3.7,31,banashankari,cafe,cafe,300.0
cafe nova,3.2,11,banashankari,cafe,cafe,600.0
darbar,3.0,98,banashankari,bar,north indian,800.0
sri ganesh juice and chats,3.5,18,banashankari,beverage shop,juices,150.0
manifest cafe,3.5,10,banashankari,casual dining,south indian,500.0
beijing bites,2.7,128,banashankari,casual dining,chinese,850.0
the pizzeria,2.8,45,banashankari,casual dining,pizza,800.0
sri krishna sagar,3.2,119,banashankari,casual dining,north indian,400.0
lassi stop,3.4,12,banashankari,beverage shop,beverages,150.0
sea green cafe,3.3,4,banashankari,cafe,cafe,500.0
as on fire,3.5,41,south bangalore,food truck,pizza,400.0
pizza hut,3.7,405,banashankari,casual dining,pizza,750.0
new prashanth hotel,3.9,388,banashankari,casual dining,biryani,650.0
taaza thindi,4.7,651,banashankari,quick bites,south indian,100.0
ayodhya upachar,4.3,734,banashankari,quick bites,south indian,200.0
petoo,3.7,21,banashankari,quick bites,north indian,450.0
roving feast,4.0,1047,banashankari,quick bites,italian,450.0
kfc,3.8,505,banashankari,quick bites,burger,450.0
five star chicken,3.6,55,banashankari,quick bites,fast food,200.0
gama gama,3.9,264,banashankari,quick bites,south indian,200.0
hotel new karavali,3.8,133,banashankari,quick bites,mangalorean,300.0
mcdonald's,3.9,286,banashankari,quick bites,burger,500.0
sri laxmi venkateshwara coffee bar,4.4,343,banashankari,quick bites,south indian,100.0
bhattara bhojana,3.6,66,banashankari,quick bites,south indian,150.0
davanagere benne dose hut,3.4,10,banashankari,quick bites,south indian,100.0
utsav restaurant,3.8,61,banashankari,quick bites,north indian,300.0
messy bowl,3.8,70,banashankari,quick bites,fast food,500.0
devanna dum biriyani centre,3.6,28,banashankari,quick bites,biryani,300.0
janahaar,3.8,70,banashankari,quick bites,south indian,100.0
stop 'n' joy,3.8,28,banashankari,quick bites,fast food,150.0
dodda mane baaduta,3.5,15,banashankari,quick bites,north indian,250.0
chickpet donne biryani house,3.8,131,banashankari,quick bites,biryani,250.0
brahmin cafe,3.8,19,banashankari,quick bites,south indian,150.0
chumma delicious,3.7,237,banashankari,quick bites,south indian,200.0
udupi upachar,3.3,6,banashankari,quick bites,south indian,500.0
bengaluru coffee house,4.1,201,banashankari,quick bites,south indian,300.0
foodiction,2.8,506,banashankari,quick bites,north indian,500.0
the biryani cafe,4.1,520,banashankari,quick bites,biryani,300.0
banashankari donne biriyani,3.8,104,banashankari,quick bites,biryani,300.0
addhuri udupi bhojana,3.7,88,banashankari,quick bites,south indian,300.0
vasanth vihar - since 1965,3.6,95,banashankari,quick bites,south indian,150.0
subway,3.7,136,banashankari,quick bites,salad,600.0
sgs non veg - gundu pulav,3.8,101,banashankari,quick bites,biryani,400.0
udupi ruchi grand,4.2,60,banashankari,quick bites,south indian,200.0
hotel mangala,3.9,88,banashankari,quick bites,south indian,250.0
simple thindies,3.5,8,banashankari,quick bites,south indian,200.0
rolls on wheels,3.4,145,banashankari,quick bites,fast food,300.0
chilli flakes,3.6,46,banashankari,quick bites,fast food,500.0
kababs n biryani,3.4,22,banashankari,quick bites,south indian,200.0
udupi ruchi,3.9,57,banashankari,quick bites,south indian,200.0
slv swadishta,3.8,189,banashankari,quick bites,south indian,300.0
kolbeh,3.7,22,banashankari,quick bites,fast food,500.0
kolkata kathi roll's,3.6,18,banashankari,quick bites,fast food,250.0
mylari biryani family restaurant,3.7,73,banashankari,quick bites,biryani,400.0
upahar sagar,3.8,39,banashankari,quick bites,south indian,350.0
domino's pizza,3.9,540,banashankari,quick bites,pizza,800.0
new sagar fast food,3.6,71,banashankari,quick bites,north indian,250.0
namma biryani,3.6,24,banashankari,quick bites,biryani,250.0
parama ruchi,3.5,11,banashankari,quick bites,south indian,300.0
thrilok restaurant,3.4,9,banashankari,quick bites,mangalorean,350.0
meat and eat,3.5,12,banashankari,quick bites,fast food,500.0
ande ka funda,3.8,120,banashankari,quick bites,north indian,250.0
dakshin grand,3.0,82,banashankari,quick bites,south indian,300.0
chicken hunt,3.5,88,banashankari,quick bites,south indian,350.0
maruthi davangere benne dosa,4.0,17,banashankari,quick bites,south indian,150.0
pizza stop,3.0,87,banashankari,quick bites,pizza,600.0
madhappa hindu military hotel,3.4,14,banashankari,quick bites,south indian,300.0
krishna sagar,3.5,31,banashankari,quick bites,north indian,200.0
hanumanthanagar biryani junction,3.5,17,banashankari,quick bites,south indian,300.0
faasos,4.2,415,banashankari,quick bites,north indian,500.0
rasoi,3.3,128,banashankari,quick bites,north indian,300.0
slv refreshment,4.1,94,banashankari,quick bites,south indian,100.0
kaggis,3.8,64,banashankari,quick bites,fast food,250.0
chatar patar,3.7,65,banashankari,quick bites,fast food,300.0
seven star,3.4,7,banashankari,quick bites,north indian,250.0
svkp daily fresh,3.3,5,banashankari,quick bites,south indian,350.0
kidambi's kitchen,3.5,52,banashankari,quick bites,south indian,300.0
ruchi's corner,2.7,123,banashankari,quick bites,fast food,200.0
tandoori knight,3.0,290,banashankari,quick bites,north indian,450.0
utsav,3.7,59,banashankari,quick bites,north indian,200.0
mane thindi,3.7,130,banashankari,quick bites,south indian,200.0
fast and fresh,2.8,91,banashankari,quick bites,north indian,400.0
new gowda's fried chicken,3.3,12,banashankari,quick bites,biryani,300.0
juicy momos,3.5,80,banashankari,quick bites,tibetan,250.0
donne biriyani house,3.9,441,banashankari,quick bites,south indian,400.0
srinagar kabab corner,3.4,10,banashankari,quick bites,north indian,250.0
sri venkateshwara chat centre,3.5,12,banashankari,quick bites,street food,100.0
vinay bhel corner,3.4,7,banashankari,quick bites,street food,100.0
spice 9,3.4,8,banashankari,quick bites,biryani,300.0
naveen kabab & biriyani mane,3.2,9,banashankari,quick bites,biryani,300.0
nandi chats and juice,3.6,47,banashankari,quick bites,street food,150.0
atithi point ande ka funda,3.1,29,banashankari,quick bites,north indian,150.0
just shawarma,3.8,66,banashankari,quick bites,arabian,300.0
aramane donne biryani,3.1,28,banashankari,quick bites,biryani,200.0
food adda,3.2,4,banashankari,quick bites,fast food,200.0
new mangalore lunch home,3.3,7,banashankari,quick bites,mangalorean,200.0
hotel nisarga,3.2,5,banashankari,quick bites,north indian,250.0
coffee bytes,3.1,6,banashankari,quick bites,fast food,100.0
parjanya chat zone,3.3,17,banashankari,quick bites,street food,200.0
yo roll corner,3.0,27,banashankari,quick bites,street food,200.0
new quality dum biryani,3.1,9,banashankari,quick bites,biryani,200.0
sri lakshmi kabab center,3.3,4,banashankari,quick bites,kebab,200.0
tasty bites,3.7,21,banashankari,quick bites,fast food,150.0
raams chicken,3.6,22,banashankari,quick bites,andhra,300.0
panchami,3.0,15,banashankari,quick bites,north indian,300.0
vegeatz,3.4,19,banashankari,quick bites,south indian,200.0
grand food,3.4,8,banashankari,quick bites,south indian,250.0
matru sagar,3.6,84,banashankari,quick bites,south indian,250.0
kavali,4.0,42,banashankari,quick bites,south indian,300.0
bunt's biriyani palace,3.0,213,banashankari,quick bites,north indian,400.0
funjabi curries,2.9,11,banashankari,quick bites,north indian,500.0
udupi upahar,3.8,58,banashankari,quick bites,south indian,300.0
ranganna military hotel,4.2,725,jayanagar,quick bites,south indian,350.0
roti ghar,3.9,750,basavanagudi,casual dining,north indian,500.0
grand village,3.8,166,basavanagudi,casual dining,north indian,600.0
vidyarthi bhavan,4.4,4460,basavanagudi,quick bites,south indian,150.0
bharjari oota,3.9,153,basavanagudi,casual dining,south indian,350.0
gokul veg,3.8,469,basavanagudi,casual dining,north indian,750.0
slv corner restaurant,4.1,364,basavanagudi,casual dining,south indian,550.0
timepass dinner,3.8,286,basavanagudi,casual dining,north indian,600.0
baisakhi,3.8,527,basavanagudi,casual dining,north indian,500.0
eat repeat,3.9,101,basavanagudi,quick bites,south indian,150.0
sri guru kottureshwara davangere benne dosa,4.1,558,basavanagudi,quick bites,south indian,150.0
bridgeway,3.8,94,mysore road,casual dining,north indian,550.0
srinathji's cafe,3.8,148,basavanagudi,casual dining,north indian,550.0
soho bar & grill,2.7,377,basavanagudi,pub,north indian,1100.0
kollapuri's,3.9,206,basavanagudi,quick bites,south indian,450.0
aadhya hotel,3.3,5,basavanagudi,casual dining,south indian,800.0
bhavani restaurant,3.9,100,basavanagudi,quick bites,south indian,300.0
puliyogare point,4.2,444,basavanagudi,quick bites,south indian,100.0
zephyr,3.9,133,basavanagudi,casual dining,italian,650.0
redberrys,4.0,219,basavanagudi,cafe,cafe,600.0
hotel dwarka,4.2,253,basavanagudi,quick bites,south indian,250.0
nisarga garden restaurant,3.4,51,basavanagudi,quick bites,south indian,350.0
ma-arya family restaurant,3.7,61,basavanagudi,casual dining,biryani,600.0
a2b - adyar ananda bhavan,3.8,155,mysore road,casual dining,south indian,400.0
ragoo's,3.9,233,jayanagar,casual dining,italian,800.0
imperial restaurant,3.7,264,mysore road,casual dining,north indian,750.0
new prashanth hotel,3.9,66,basavanagudi,casual dining,south indian,400.0
udupi sri krishna bhavan,4.1,238,basavanagudi,quick bites,south indian,600.0
chinese kitchen,3.8,58,basavanagudi,quick bites,chinese,150.0
vijayalakshmi,3.9,47,basavanagudi,quick bites,south indian,200.0
nammura donne biriyani,3.5,155,basavanagudi,quick bites,biryani,400.0
curry leaves,4.1,176,basavanagudi,casual dining,andhra,800.0
goli vada pav no. 1,3.7,93,basavanagudi,quick bites,street food,200.0
ice thunder,3.8,124,basavanagudi,quick bites,south indian,300.0
south kitchen,4.3,275,basavanagudi,quick bites,south indian,100.0
upahara darshini,4.2,254,basavanagudi,quick bites,south indian,150.0
mahalaxmi tiffin room,4.1,177,basavanagudi,quick bites,south indian,100.0
starlite bakery & fastfood,3.7,23,jayanagar,quick bites,north indian,300.0
sandwichwallas,4.0,132,basavanagudi,quick bites,fast food,200.0
j k fish land,3.6,35,jayanagar,quick bites,seafood,300.0
udupi grand,3.8,74,basavanagudi,quick bites,south indian,300.0
chinese square,3.9,38,basavanagudi,quick bites,chinese,200.0
castle rock,3.6,172,uttarahalli,casual dining,north indian,700.0
swadd kitchen,3.4,4,basavanagudi,casual dining,north indian,500.0
kamat bugle rock,3.9,543,basavanagudi,quick bites,south indian,300.0
basavanagudi mylari,4.0,52,basavanagudi,quick bites,south indian,300.0
rs shiv sagar,3.7,217,basavanagudi,casual dining,north indian,450.0
new prashanth hotel,2.9,34,basavanagudi,casual dining,south indian,750.0
shrinidhi military hotel,3.3,6,basavanagudi,quick bites,north indian,300.0
dakshin kitchen,3.6,15,basavanagudi,quick bites,south indian,100.0
pramukh family restaurant,3.9,111,basavanagudi,casual dining,north indian,700.0
chaatimes,3.8,133,basavanagudi,quick bites,street food,200.0
vybhava,3.8,39,jayanagar,quick bites,south indian,250.0
