age,education,hours-per-week,native-country,salary
46, 12th,45, ?, <=50K
36, 9th,40, ?, <=50K
66, Bachelors,50, United-States, >50K
26, HS-grad,40, United-States, <=50K
58, Assoc-voc,40, United-States, >50K
62, Bachelors,55, United-States, >50K
31, Bachelors,40, United-States, <=50K
77, Assoc-voc,25, United-States, <=50K
25, HS-grad,40, United-States, <=50K
38, Bachelors,56, United-States, <=50K
33, Bachelors,40, United-States, <=50K
51, Some-college,40, United-States, <=50K
20, Assoc-voc,40, United-States, <=50K
40, HS-grad,40, United-States, <=50K
20, 10th,40, United-States, <=50K
41, Some-college,25, United-States, <=50K
44, 12th,40, United-States, <=50K
35, HS-grad,40, United-States, <=50K
35, HS-grad,60, United-States, <=50K
46, Some-college,40, United-States, <=50K
24, Some-college,17, United-States, <=50K
18, Some-college,40, United-States, <=50K
37, HS-grad,40, United-States, <=50K
58, Doctorate,8, United-States, <=50K
55, Assoc-voc,40, United-States, <=50K
68, HS-grad,30, United-States, <=50K
41, Bachelors,40, United-States, >50K
50, Masters,50, United-States, >50K
48, HS-grad,40, United-States, <=50K
42, Some-college,45, United-States, <=50K
45, HS-grad,40, United-States, <=50K
43, Some-college,40, United-States, <=50K
37, Some-college,35, United-States, <=50K
43, Bachelors,45, United-States, >50K
36, HS-grad,40, United-States, <=50K
60, HS-grad,30, Philippines, <=50K
27, HS-grad,50, United-States, <=50K
36, Bachelors,50, United-States, >50K
47, Assoc-acdm,40, United-States, <=50K
33, Some-college,80, United-States, <=50K
19, 12th,20, United-States, <=50K
33, Bachelors,35, Thailand, <=50K
34, Bachelors,40, United-States, >50K
33, HS-grad,40, United-States, <=50K
57, Some-college,48, United-States, <=50K
59, Masters,45, United-States, >50K
36, HS-grad,40, United-States, <=50K
60, Assoc-acdm,40, United-States, >50K
33, Assoc-voc,40, United-States, <=50K
41, Bachelors,45, United-States, <=50K
20, Some-college,10, United-States, <=50K
28, Bachelors,50, United-States, <=50K
24, Masters,20, India, <=50K
31, 12th,60, United-States, <=50K
38, HS-grad,40, United-States, <=50K
40, Bachelors,45, United-States, <=50K
55, Bachelors,15, United-States, <=50K
49, HS-grad,50, United-States, <=50K
33, HS-grad,45, United-States, <=50K
52, 5th-6th,40, ?, <=50K
24, Bachelors,35, United-States, <=50K
46, Bachelors,48, United-States, <=50K
20, Some-college,20, United-States, <=50K
50, 5th-6th,40, Mexico, <=50K
22, HS-grad,40, United-States, <=50K
32, Some-college,35, Haiti, <=50K
46, HS-grad,65, United-States, >50K
62, HS-grad,30, United-States, <=50K
39, Some-college,62, United-States, >50K
26, Some-college,15, United-States, <=50K
20, Some-college,14, United-States, <=50K
37, Some-college,50, United-States, <=50K
40, Some-college,24, United-States, <=50K
22, Some-college,38, United-States, <=50K
32, Bachelors,40, United-States, >50K
41, Some-college,50, United-States, <=50K
24, Assoc-acdm,40, United-States, <=50K
40, HS-grad,40, United-States, <=50K
37, Prof-school,39, United-States, >50K
42, Masters,40, United-States, >50K
56, 9th,40, United-States, <=50K
20, Some-college,50, United-States, <=50K
55, HS-grad,40, United-States, <=50K
29, HS-grad,40, United-States, <=50K
37, HS-grad,40, United-States, <=50K
61, Bachelors,60, United-States, <=50K
26, Bachelors,38, United-States, <=50K
49, Some-college,55, United-States, <=50K
18, 7th-8th,40, United-States, <=50K
30, 9th,40, United-States, <=50K
24, HS-grad,20, ?, <=50K
24, HS-grad,40, United-States, <=50K
37, HS-grad,40, United-States, <=50K
37, HS-grad,40, United-States, <=50K
36, Some-college,65, United-States, <=50K
40, HS-grad,40, United-States, <=50K
44, HS-grad,55, United-States, <=50K
43, HS-grad,20, United-States, <=50K
19, Some-college,35, United-States, <=50K
50, Masters,40, United-States, <=50K
17, 10th,30, United-States, <=50K
39, HS-grad,50, United-States, <=50K
43, HS-grad,40, United-States, <=50K
43, HS-grad,40, United-States, <=50K
40, Masters,40, United-States, >50K
31, Some-college,40, United-States, <=50K
25, Bachelors,40, United-States, <=50K
30, Bachelors,40, United-States, <=50K
55, 9th,40, United-States, <=50K
55, 7th-8th,75, United-States, <=50K
29, Some-college,40, United-States, <=50K
28, Bachelors,60, United-States, >50K
30, HS-grad,40, United-States, <=50K
33, HS-grad,55, United-States, <=50K
23, HS-grad,40, United-States, <=50K
71, 11th,75, United-States, <=50K
22, Some-college,6, United-States, <=50K
21, Some-college,40, United-States, <=50K
62, HS-grad,24, China, <=50K
22, Some-college,40, United-States, <=50K
49, HS-grad,40, United-States, <=50K
31, Assoc-acdm,20, United-States, <=50K
27, Assoc-acdm,40, United-States, <=50K
27, Masters,40, Hong, >50K
26, Some-college,20, United-States, <=50K
30, Some-college,40, United-States, <=50K
17, 10th,30, United-States, <=50K
26, Some-college,50, United-States, <=50K
45, HS-grad,40, Canada, <=50K
50, HS-grad,40, United-States, >50K
31, HS-grad,45, United-States, <=50K
51, Assoc-acdm,40, United-States, <=50K
56, 9th,40, United-States, <=50K
24, Bachelors,35, United-States, <=50K
29, 12th,40, Dominican-Republic, <=50K
26, Some-college,24, United-States, <=50K
51, Some-college,45, United-States, <=50K
32, HS-grad,40, United-States, <=50K
47, Bachelors,40, United-States, >50K
30, HS-grad,40, United-States, <=50K
41, 11th,40, United-States, <=50K
49, Some-college,40, United-States, <=50K
40, Some-college,40, United-States, >50K
62, HS-grad,40, United-States, >50K
43, Bachelors,60, United-States, <=50K
76, 5th-6th,20, United-States, <=50K
40, Masters,60, United-States, >50K
35, Bachelors,50, United-States, >50K
27, HS-grad,40, United-States, <=50K
54, Bachelors,40, United-States, >50K
55, HS-grad,40, United-States, <=50K
21, Some-college,12, United-States, <=50K
20, Some-college,20, United-States, <=50K
39, HS-grad,20, United-States, <=50K
26, Bachelors,64, United-States, >50K
20, HS-grad,42, United-States, <=50K
28, HS-grad,60, United-States, <=50K
56, Some-college,40, United-States, <=50K
39, 12th,40, United-States, <=50K
44, Bachelors,40, United-States, >50K
55, HS-grad,40, United-States, >50K
54, HS-grad,40, United-States, <=50K
30, Bachelors,45, United-States, >50K
34, HS-grad,57, United-States, >50K
42, HS-grad,38, United-States, <=50K
50, Some-college,75, United-States, <=50K
34, Some-college,40, United-States, >50K
23, Assoc-voc,33, United-States, <=50K
27, Bachelors,25, Philippines, <=50K
81, Bachelors,5, United-States, <=50K
47, 11th,40, United-States, <=50K
57, 5th-6th,40, United-States, <=50K
65, Assoc-voc,56, United-States, >50K
33, Masters,50, United-States, <=50K
37, HS-grad,48, United-States, <=50K
53, Bachelors,40, United-States, <=50K
27, Bachelors,40, United-States, <=50K
47, HS-grad,50, United-States, >50K
42, Assoc-acdm,50, United-States, <=50K
39, Some-college,40, United-States, >50K
58, Bachelors,40, United-States, <=50K
20, HS-grad,24, United-States, <=50K
19, HS-grad,40, United-States, <=50K
39, HS-grad,35, United-States, <=50K
51, HS-grad,44, United-States, <=50K
52, HS-grad,40, Germany, <=50K
53, Some-college,50, United-States, >50K
50, Some-college,40, United-States, <=50K
36, HS-grad,40, United-States, <=50K
30, Bachelors,72, United-States, <=50K
30, Some-college,40, ?, <=50K
50, HS-grad,55, United-States, >50K
76, 7th-8th,40, United-States, <=50K
46, Bachelors,40, United-States, >50K
24, Some-college,40, United-States, <=50K
26, HS-grad,40, United-States, <=50K
56, Prof-school,50, United-States, >50K
50, Bachelors,40, United-States, >50K
22, Some-college,40, United-States, <=50K
23, Bachelors,35, United-States, <=50K
51, HS-grad,50, United-States, <=50K
58, 10th,40, United-States, <=50K
38, 9th,24, Haiti, <=50K
45, Some-college,40, United-States, >50K
55, HS-grad,40, United-States, <=50K
45, Some-college,60, United-States, >50K
42, Some-college,45, United-States, <=50K
44, Bachelors,46, United-States, >50K
60, Bachelors,50, United-States, >50K
27, Some-college,40, United-States, <=50K
25, Some-college,40, United-States, >50K
61, Bachelors,24, United-States, <=50K
43, HS-grad,50, United-States, >50K
44, Assoc-voc,40, United-States, <=50K
63, 7th-8th,41, United-States, <=50K
46, Masters,43, United-States, <=50K
47, Some-college,40, United-States, <=50K
37, Some-college,40, United-States, <=50K
43, HS-grad,40, United-States, <=50K
46, Masters,35, United-States, >50K
48, 10th,35, United-States, <=50K
61, Assoc-acdm,90, United-States, <=50K
53, HS-grad,40, United-States, >50K
79, 7th-8th,35, United-States, <=50K
44, HS-grad,30, United-States, <=50K
54, HS-grad,45, United-States, <=50K
22, Some-college,40, United-States, <=50K
47, HS-grad,50, United-States, >50K
18, HS-grad,20, United-States, <=50K
25, 10th,40, Mexico, <=50K
24, Some-college,40, Iran, <=50K
37, Bachelors,40, United-States, >50K
51, Some-college,40, United-States, >50K
35, HS-grad,60, United-States, >50K
59, Some-college,34, United-States, <=50K
46, Some-college,40, Philippines, <=50K
45, Assoc-voc,60, United-States, >50K
19, HS-grad,15, United-States, <=50K
22, HS-grad,28, United-States, <=50K
41, Bachelors,40, United-States, <=50K
33, HS-grad,40, United-States, <=50K
26, HS-grad,40, United-States, <=50K
22, Some-college,35, United-States, <=50K
29, HS-grad,65, United-States, >50K
22, HS-grad,39, United-States, <=50K
34, Assoc-acdm,10, United-States, <=50K
23, 12th,40, United-States, <=50K
20, HS-grad,50, United-States, <=50K
25, Bachelors,40, United-States, <=50K
59, HS-grad,40, United-States, >50K
44, Some-college,55, United-States, <=50K
55, Some-college,40, United-States, <=50K
77, Some-college,1, United-States, <=50K
42, Masters,40, United-States, >50K
47, HS-grad,40, United-States, >50K
42, Some-college,40, United-States, <=50K
45, Some-college,40, United-States, <=50K
23, HS-grad,40, Guatemala, <=50K
60, 9th,40, United-States, <=50K
23, Some-college,40, United-States, <=50K
52, HS-grad,40, United-States, <=50K
49, HS-grad,40, United-States, >50K
20, Some-college,40, United-States, <=50K
20, HS-grad,20, United-States, <=50K
23, HS-grad,45, United-States, <=50K
30, Some-college,65, United-States, <=50K
45, HS-grad,48, United-States, >50K
30, Prof-school,35, United-States, <=50K
17, 9th,20, United-States, <=50K
22, HS-grad,40, United-States, <=50K
25, Bachelors,40, United-States, <=50K
52, Some-college,55, Canada, >50K
40, Some-college,40, United-States, >50K
18, 10th,30, United-States, <=50K
58, HS-grad,45, United-States, <=50K
30, HS-grad,50, United-States, <=50K
59, 10th,40, United-States, <=50K
29, Some-college,30, Jamaica, <=50K
26, Assoc-voc,40, United-States, <=50K
39, Bachelors,10, Japan, <=50K
33, Bachelors,50, United-States, >50K
21, Some-college,40, United-States, <=50K
22, Some-college,24, United-States, <=50K
25, Some-college,40, United-States, <=50K
19, Some-college,20, United-States, <=50K
44, Some-college,40, United-States, <=50K
35, HS-grad,40, United-States, <=50K
40, HS-grad,40, United-States, <=50K
19, 11th,20, United-States, <=50K
37, HS-grad,35, Mexico, >50K
32, Assoc-voc,40, United-States, <=50K
52, HS-grad,65, United-States, <=50K
36, HS-grad,41, United-States, <=50K
38, Some-college,40, United-States, <=50K
57, Bachelors,39, United-States, <=50K
22, Some-college,15, United-States, <=50K
80, HS-grad,8, Canada, <=50K
20, Some-college,35, United-States, <=50K
40, 11th,36, United-States, <=50K
36, Bachelors,50, United-States, <=50K
27, HS-grad,40, United-States, <=50K
52, HS-grad,50, United-States, <=50K
43, HS-grad,44, United-States, <=50K
35, HS-grad,40, United-States, <=50K
29, HS-grad,40, United-States, <=50K
27, Some-college,40, United-States, <=50K
24, HS-grad,25, United-States, <=50K
49, Masters,40, United-States, >50K
26, Some-college,30, United-States, <=50K
47, HS-grad,32, United-States, <=50K
20, Some-college,40, United-States, <=50K
19, HS-grad,40, United-States, <=50K
34, Masters,50, United-States, <=50K
20, HS-grad,40, United-States, <=50K
23, 11th,35, United-States, <=50K
25, Bachelors,40, United-States, <=50K
21, HS-grad,36, United-States, <=50K
25, HS-grad,40, United-States, <=50K
63, Some-college,32, United-States, <=50K
25, Bachelors,50, United-States, <=50K
28, HS-grad,40, United-States, <=50K
39, Masters,60, United-States, >50K
28, Some-college,40, United-States, <=50K
30, Bachelors,45, United-States, >50K
41, Assoc-voc,40, United-States, <=50K
52, Assoc-acdm,30, United-States, <=50K
36, HS-grad,40, United-States, <=50K
47, Bachelors,40, United-States, >50K
27, 9th,50, Mexico, <=50K
32, Some-college,40, United-States, <=50K
52, HS-grad,45, United-States, >50K
50, HS-grad,70, United-States, <=50K
21, Some-college,30, Nicaragua, <=50K
60, HS-grad,37, United-States, <=50K
47, 11th,36, United-States, <=50K
54, HS-grad,60, United-States, >50K
32, Masters,50, United-States, <=50K
61, Some-college,40, United-States, <=50K
21, HS-grad,40, United-States, <=50K
29, Some-college,45, United-States, >50K
36, HS-grad,70, United-States, <=50K
38, HS-grad,20, United-States, <=50K
59, 10th,52, United-States, <=50K
43, Some-college,40, United-States, <=50K
19, 11th,10, United-States, <=50K
42, Bachelors,40, United-States, <=50K
33, Some-college,45, United-States, <=50K
47, HS-grad,40, United-States, <=50K
51, HS-grad,40, United-States, >50K
28, Some-college,40, United-States, <=50K
61, Some-college,43, United-States, <=50K
23, Bachelors,60, United-States, <=50K
31, 9th,40, United-States, <=50K
38, 11th,55, United-States, <=50K
21, 9th,40, Mexico, <=50K
22, HS-grad,50, United-States, <=50K
35, Masters,40, United-States, >50K
53, Bachelors,48, United-States, >50K
40, HS-grad,24, United-States, >50K
36, HS-grad,50, United-States, >50K
33, HS-grad,65, United-States, <=50K
23, HS-grad,50, United-States, <=50K
51, HS-grad,40, United-States, >50K
31, HS-grad,48, United-States, <=50K
28, HS-grad,40, United-States, <=50K
26, Bachelors,40, United-States, <=50K
32, Bachelors,60, United-States, >50K
43, Bachelors,45, United-States, >50K
19, HS-grad,50, United-States, <=50K
46, 11th,40, United-States, <=50K
49, Doctorate,45, United-States, >50K
31, 10th,40, United-States, <=50K
45, Bachelors,40, United-States, >50K
41, 5th-6th,40, Mexico, <=50K
22, Some-college,15, United-States, <=50K
25, Bachelors,40, United-States, <=50K
46, Prof-school,50, United-States, >50K
44, Some-college,40, United-States, <=50K
25, HS-grad,40, United-States, <=50K
30, Bachelors,40, United-States, <=50K
54, Bachelors,60, United-States, >50K
34, Bachelors,45, United-States, >50K
34, HS-grad,40, United-States, <=50K
30, Bachelors,55, United-States, >50K
21, Assoc-voc,60, United-States, <=50K
27, Bachelors,40, United-States, <=50K
29, Some-college,40, United-States, <=50K
60, Some-college,40, United-States, >50K
36, Masters,70, United-States, <=50K
27, Masters,40, United-States, <=50K
57, Some-college,48, United-States, <=50K
24, 1st-4th,5, Vietnam, <=50K
63, Some-college,22, United-States, <=50K
29, Bachelors,40, United-States, >50K
34, Bachelors,40, United-States, <=50K
27, HS-grad,40, United-States, <=50K
31, Assoc-voc,40, United-States, <=50K
31, Bachelors,40, United-States, <=50K
55, Some-college,20, United-States, <=50K
64, HS-grad,99, United-States, <=50K
20, HS-grad,35, United-States, <=50K
44, HS-grad,60, United-States, >50K
35, 11th,50, United-States, <=50K
41, Some-college,40, United-States, <=50K
38, Some-college,40, United-States, <=50K
21, Some-college,40, ?, <=50K
64, Bachelors,45, United-States, >50K
42, 7th-8th,40, United-States, <=50K
31, Some-college,50, Germany, >50K
42, Assoc-acdm,50, United-States, <=50K
35, Assoc-acdm,35, United-States, >50K
36, Some-college,40, United-States, >50K
23, 12th,30, Mexico, <=50K
20, Some-college,14, United-States, <=50K
26, Bachelors,40, United-States, <=50K
56, Bachelors,65, United-States, <=50K
40, Assoc-acdm,40, United-States, <=50K
19, 11th,24, United-States, <=50K
33, HS-grad,40, United-States, <=50K
45, Assoc-acdm,40, Columbia, <=50K
41, HS-grad,43, United-States, >50K
29, HS-grad,40, United-States, <=50K
46, Masters,45, United-States, >50K
48, Assoc-acdm,45, United-States, <=50K
38, HS-grad,45, United-States, <=50K
29, Some-college,40, United-States, <=50K
35, HS-grad,40, United-States, <=50K
59, Bachelors,30, United-States, <=50K
27, HS-grad,40, United-States, <=50K
43, Some-college,40, United-States, >50K
70, Bachelors,20, Cuba, <=50K
30, HS-grad,45, United-States, <=50K
24, Some-college,40, United-States, >50K
76, HS-grad,15, United-States, <=50K
25, HS-grad,40, Mexico, <=50K
39, Assoc-acdm,56, United-States, <=50K
36, Bachelors,40, United-States, <=50K
23, 12th,40, United-States, <=50K
60, 7th-8th,40, United-States, <=50K
20, Some-college,30, United-States, <=50K
54, 1st-4th,40, Haiti, >50K
20, Some-college,40, United-States, <=50K
22, HS-grad,40, United-States, <=50K
24, Bachelors,20, United-States, <=50K
41, HS-grad,40, United-States, <=50K
35, Some-college,40, United-States, <=50K
23, 5th-6th,55, Mexico, <=50K
54, Doctorate,50, United-States, >50K
17, 11th,16, United-States, <=50K
43, HS-grad,40, United-States, <=50K
33, 12th,42, United-States, <=50K
30, Prof-school,40, ?, <=50K
38, Some-college,40, United-States, >50K
54, HS-grad,45, United-States, <=50K
39, HS-grad,52, United-States, <=50K
32, Some-college,40, United-States, <=50K
61, 7th-8th,40, United-States, <=50K
24, Assoc-voc,35, United-States, <=50K
22, Bachelors,40, United-States, <=50K
34, HS-grad,40, United-States, >50K
18, 10th,20, United-States, <=50K
20, HS-grad,25, United-States, <=50K
53, HS-grad,40, United-States, <=50K
32, Some-college,40, United-States, <=50K
68, Some-college,30, United-States, <=50K
28, Some-college,15, United-States, <=50K
28, Some-college,40, El-Salvador, <=50K
54, Some-college,56, Haiti, >50K
21, Some-college,48, United-States, <=50K
52, Bachelors,40, ?, <=50K
25, Some-college,40, United-States, <=50K
30, Masters,50, India, >50K
33, Some-college,32, United-States, <=50K
49, Bachelors,40, India, <=50K
58, 7th-8th,30, United-States, <=50K
45, Assoc-voc,24, United-States, >50K
67, 7th-8th,40, United-States, <=50K
42, Bachelors,50, ?, <=50K
69, HS-grad,40, United-States, >50K
61, HS-grad,40, United-States, <=50K
34, Some-college,40, United-States, <=50K
28, Some-college,45, United-States, <=50K
19, HS-grad,34, United-States, <=50K
31, Some-college,40, United-States, <=50K
32, Some-college,40, United-States, <=50K
76, Prof-school,20, United-States, <=50K
53, Assoc-acdm,60, United-States, <=50K
46, HS-grad,37, United-States, <=50K
43, 7th-8th,40, Cuba, <=50K
48, HS-grad,40, United-States, >50K
39, Some-college,99, United-States, >50K
59, 7th-8th,40, United-States, <=50K
19, Some-college,38, United-States, <=50K
40, Some-college,40, United-States, >50K
63, 10th,50, United-States, <=50K
44, Some-college,10, Poland, <=50K
46, Some-college,40, United-States, <=50K
22, 10th,40, United-States, <=50K
36, Assoc-acdm,45, United-States, <=50K
57, Some-college,40, United-States, >50K
58, HS-grad,25, United-States, <=50K
25, Bachelors,28, Taiwan, <=50K
59, Some-college,35, United-States, >50K
36, HS-grad,45, United-States, <=50K
29, Masters,45, Germany, <=50K
49, Bachelors,45, United-States, <=50K
42, Assoc-acdm,55, United-States, >50K
43, Some-college,17, United-States, <=50K
46, HS-grad,40, United-States, <=50K
43, Some-college,12, United-States, <=50K
40, Assoc-acdm,40, United-States, <=50K
43, 12th,40, United-States, <=50K
48, HS-grad,32, United-States, <=50K
26, HS-grad,28, United-States, <=50K
30, Assoc-voc,35, United-States, <=50K
58, Some-college,40, United-States, >50K
43, HS-grad,40, United-States, <=50K
53, HS-grad,40, United-States, <=50K
74, Some-college,16, United-States, <=50K
64, Some-college,8, United-States, <=50K
45, Bachelors,40, United-States, >50K
32, 5th-6th,10, United-States, <=50K
23, 10th,40, United-States, <=50K
38, Some-college,40, United-States, >50K
42, Bachelors,40, United-States, >50K
24, Some-college,40, United-States, <=50K
63, HS-grad,35, United-States, <=50K
25, Some-college,35, United-States, <=50K
37, Some-college,40, United-States, <=50K
28, HS-grad,40, Italy, <=50K
31, Some-college,40, United-States, <=50K
46, Prof-school,50, United-States, >50K
44, Bachelors,44, United-States, >50K
42, Masters,40, United-States, >50K
45, Doctorate,40, United-States, >50K
52, Bachelors,60, United-States, <=50K
40, Bachelors,40, United-States, >50K
26, HS-grad,40, United-States, <=50K
55, Bachelors,40, ?, <=50K
17, 10th,14, United-States, <=50K
27, Some-college,40, United-States, <=50K
71, Some-college,50, United-States, >50K
35, Bachelors,50, United-States, <=50K
17, 10th,16, United-States, <=50K
26, HS-grad,52, United-States, >50K
22, Some-college,35, United-States, <=50K
51, Bachelors,60, United-States, >50K
33, Some-college,40, United-States, <=50K
41, Assoc-acdm,50, United-States, >50K
50, Masters,50, United-States, >50K
26, HS-grad,40, United-States, <=50K
21, HS-grad,40, United-States, <=50K
53, HS-grad,40, United-States, >50K
32, HS-grad,40, United-States, >50K
19, Some-college,20, United-States, <=50K
22, Bachelors,35, United-States, <=50K
58, HS-grad,60, United-States, >50K
47, Bachelors,60, United-States, >50K
51, Some-college,45, United-States, >50K
42, Bachelors,48, United-States, >50K
28, Bachelors,40, United-States, <=50K
29, HS-grad,35, Vietnam, <=50K
50, HS-grad,50, United-States, >50K
22, Some-college,30, United-States, <=50K
47, Some-college,45, United-States, <=50K
60, Some-college,27, United-States, <=50K
46, HS-grad,40, United-States, >50K
58, Bachelors,60, United-States, >50K
62, Some-college,40, United-States, <=50K
47, Masters,40, ?, >50K
59, HS-grad,40, United-States, <=50K
41, HS-grad,40, Mexico, <=50K
31, HS-grad,37, United-States, <=50K
18, HS-grad,40, United-States, <=50K
64, HS-grad,50, United-States, <=50K
51, HS-grad,65, United-States, <=50K
47, Bachelors,35, United-States, <=50K
68, Bachelors,35, United-States, >50K
32, HS-grad,40, United-States, <=50K
39, 9th,43, Mexico, <=50K
37, Assoc-acdm,48, United-States, <=50K
29, HS-grad,40, United-States, <=50K
44, HS-grad,40, United-States, <=50K
46, Prof-school,40, United-States, >50K
40, 9th,40, United-States, >50K
19, HS-grad,35, United-States, <=50K
65, HS-grad,30, United-States, <=50K
52, Bachelors,40, United-States, >50K
40, Bachelors,40, United-States, >50K
61, 9th,40, United-States, <=50K
30, HS-grad,50, United-States, <=50K
61, 11th,40, United-States, <=50K
33, Assoc-voc,84, United-States, >50K
32, Bachelors,65, United-States, >50K
32, Assoc-acdm,40, United-States, <=50K
32, Bachelors,35, United-States, >50K
37, HS-grad,40, United-States, <=50K
53, 11th,45, United-States, <=50K
51, Masters,40, United-States, >50K
29, Assoc-voc,45, United-States, <=50K
48, HS-grad,40, United-States, <=50K
69, HS-grad,40, United-States, >50K
28, Masters,40, United-States, <=50K
55, Bachelors,40, United-States, >50K
45, Assoc-voc,40, United-States, >50K
18, Some-college,20, United-States, <=50K
60, 7th-8th,40, United-States, <=50K
38, HS-grad,40, ?, <=50K
19, Some-college,10, United-States, <=50K
18, 11th,25, United-States, <=50K
33, Some-college,40, United-States, <=50K
33, Some-college,40, United-States, <=50K
29, Masters,45, United-States, <=50K
37, Some-college,45, United-States, <=50K
50, HS-grad,50, United-States, >50K
19, Some-college,10, United-States, <=50K
28, 10th,35, United-States, <=50K
43, Bachelors,7, United-States, >50K
23, Some-college,35, United-States, <=50K
47, 7th-8th,40, United-States, <=50K
21, Some-college,35, United-States, <=50K
19, Some-college,12, United-States, <=50K
47, Bachelors,50, United-States, >50K
36, Masters,40, United-States, >50K
62, Bachelors,60, United-States, >50K
65, HS-grad,40, United-States, >50K
46, Prof-school,45, United-States, >50K
35, 11th,40, United-States, <=50K
50, 9th,40, United-States, <=50K
20, Some-college,6, United-States, <=50K
17, 11th,16, United-States, <=50K
33, Some-college,40, United-States, <=50K
57, Some-college,40, United-States, <=50K
53, Bachelors,50, United-States, <=50K
47, Bachelors,40, United-States, >50K
62, Masters,35, United-States, <=50K
35, HS-grad,40, United-States, <=50K
27, Bachelors,43, United-States, <=50K
23, HS-grad,50, United-States, <=50K
27, Masters,45, United-States, <=50K
39, Assoc-voc,40, United-States, <=50K
25, Bachelors,38, United-States, <=50K
24, Some-college,20, United-States, <=50K
23, HS-grad,40, United-States, <=50K
29, Bachelors,35, United-States, >50K
30, Bachelors,38, United-States, <=50K
34, HS-grad,45, Portugal, <=50K
32, 10th,40, United-States, <=50K
18, 11th,23, United-States, <=50K
20, Assoc-voc,35, United-States, <=50K
38, Bachelors,45, United-States, >50K
18, 12th,20, United-States, <=50K
41, 9th,40, United-States, <=50K
21, Assoc-voc,50, United-States, <=50K
36, HS-grad,48, United-States, >50K
61, Some-college,30, United-States, <=50K
30, Some-college,48, United-States, <=50K
26, Some-college,40, United-States, >50K
27, Bachelors,40, United-States, >50K
45, HS-grad,45, United-States, >50K
47, HS-grad,38, United-States, <=50K
19, Some-college,10, United-States, <=50K
29, HS-grad,55, United-States, <=50K
51, HS-grad,70, United-States, >50K
34, Assoc-acdm,60, United-States, <=50K
42, HS-grad,45, United-States, <=50K
26, 5th-6th,40, Mexico, <=50K
20, Some-college,15, United-States, <=50K
43, Assoc-acdm,50, United-States, >50K
20, Some-college,20, United-States, <=50K
27, HS-grad,50, United-States, <=50K
46, Some-college,40, United-States, >50K
39, HS-grad,40, United-States, <=50K
33, Some-college,49, United-States, <=50K
42, Assoc-voc,32, United-States, <=50K
23, HS-grad,25, United-States, <=50K
29, Bachelors,42, United-States, >50K
27, HS-grad,60, United-States, <=50K
43, HS-grad,35, United-States, <=50K
23, Some-college,40, United-States, <=50K
40, Masters,44, United-States, <=50K
35, Some-college,61, United-States, >50K
30, HS-grad,40, United-States, <=50K
59, 11th,40, United-States, <=50K
65, Some-college,40, United-States, <=50K
28, Masters,60, United-States, <=50K
79, Bachelors,40, United-States, <=50K
43, Masters,35, United-States, >50K
54, 7th-8th,40, United-States, <=50K
27, HS-grad,62, United-States, <=50K
30, Bachelors,35, United-States, >50K
22, Bachelors,15, Taiwan, <=50K
34, HS-grad,65, United-States, <=50K
18, 11th,3, United-States, <=50K
40, Assoc-voc,15, United-States, >50K
28, 9th,40, United-States, <=50K
18, HS-grad,40, United-States, <=50K
46, Some-college,40, United-States, <=50K
23, HS-grad,35, United-States, <=50K
77, Some-college,6, United-States, <=50K
41, Masters,40, United-States, >50K
48, Some-college,50, United-States, >50K
29, Bachelors,50, United-States, <=50K
41, 11th,40, United-States, <=50K
41, 9th,40, United-States, <=50K
34, Assoc-acdm,55, United-States, <=50K
49, Assoc-acdm,50, United-States, <=50K
49, HS-grad,50, United-States, <=50K
30, HS-grad,40, United-States, <=50K
28, Bachelors,40, United-States, <=50K
62, Bachelors,40, United-States, <=50K
41, Some-college,52, United-States, <=50K
20, Some-college,40, United-States, <=50K
61, Preschool,40, China, <=50K
30, Bachelors,60, Hungary, <=50K
29, Prof-school,55, United-States, <=50K
50, Masters,45, United-States, <=50K
44, HS-grad,40, United-States, >50K
25, Bachelors,45, United-States, >50K
62, Assoc-voc,40, United-States, <=50K
57, Some-college,40, United-States, <=50K
35, Bachelors,45, United-States, <=50K
26, Bachelors,40, United-States, <=50K
60, 7th-8th,40, United-States, <=50K
22, Some-college,40, United-States, <=50K
62, Masters,50, ?, <=50K
26, HS-grad,40, United-States, <=50K
26, Some-college,20, United-States, <=50K
44, Bachelors,40, United-States, >50K
32, Bachelors,40, United-States, <=50K
66, Bachelors,50, United-States, <=50K
24, Preschool,30, United-States, <=50K
19, Some-college,25, United-States, <=50K
54, Bachelors,50, United-States, >50K
37, HS-grad,40, United-States, <=50K
38, Bachelors,50, United-States, >50K
37, Bachelors,50, ?, <=50K
22, Some-college,35, United-States, <=50K
34, Some-college,25, United-States, <=50K
35, HS-grad,15, United-States, <=50K
42, Masters,40, United-States, <=50K
47, Bachelors,40, United-States, >50K
29, Bachelors,80, United-States, <=50K
34, HS-grad,40, United-States, <=50K
38, Bachelors,70, United-States, >50K
62, HS-grad,40, United-States, <=50K
35, HS-grad,40, United-States, <=50K
37, HS-grad,40, United-States, <=50K
47, HS-grad,40, United-States, <=50K
37, Some-college,40, United-States, <=50K
22, Assoc-voc,30, United-States, <=50K
60, 11th,40, United-States, >50K
31, Some-college,40, United-States, <=50K
74, 10th,30, United-States, <=50K
63, HS-grad,40, United-States, <=50K
30, 11th,40, United-States, <=50K
44, HS-grad,30, United-States, <=50K
