LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,SellingDate,BuildingDate,RemodAddDate
96.0,11275,7,7,300.0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,2,564,240,0,0,0,0,0,0,242000,2010-01-06,1967-01-06,2007-01-11
50.0,5000,5,6,0.0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,2,360,0,0,244,0,0,0,0,87000,2007-01-12,1941-01-10,1950-01-03
32.0,10846,8,5,0.0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,2,473,122,30,0,0,0,0,0,324000,2008-01-05,1993-01-06,1993-01-06
80.0,11600,6,5,175.0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1,292,0,45,0,0,0,0,0,145250,2006-01-04,1960-01-04,1960-01-04
0.0,11888,6,6,0.0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,2,441,0,60,268,0,0,0,0,214500,2009-01-07,1916-01-09,1994-01-03
60.0,6402,5,5,0.0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1,189,0,0,137,0,0,0,0,78000,2009-01-07,1920-01-11,1950-01-08
0.0,10624,5,4,84.0,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,1,352,155,0,0,0,0,0,0,119000,2007-01-11,1964-01-11,1964-01-11
70.0,8176,5,6,0.0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,0,0,139000,2007-01-08,1958-01-10,1992-01-12
85.0,10655,8,5,296.0,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,3,880,0,0,0,0,0,0,0,284000,2009-01-10,2003-01-01,2004-01-12
59.0,8198,7,5,146.0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,192,30,0,0,0,0,0,207000,2008-01-07,2004-01-05,2004-01-05
59.0,9042,6,5,0.0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,2,472,100,38,0,0,0,0,0,192000,2008-01-07,1998-01-03,1998-01-03
0.0,164660,5,6,0.0,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,2,529,670,0,0,0,0,0,700,228950,2008-01-08,1965-01-01,1965-01-01
86.0,14157,9,5,200.0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,3,676,178,51,0,0,0,0,0,377426,2007-01-07,2005-01-11,2006-01-04
70.0,9135,7,5,113.0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2,532,192,74,0,0,0,0,0,214000,2008-01-12,2002-01-05,2003-01-11
91.0,14145,7,7,0.0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,2,440,108,45,0,0,0,0,400,202500,2006-01-05,1984-01-11,1998-01-07
66.0,12400,6,7,176.0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1,297,0,0,0,0,234,0,0,155000,2009-01-06,1958-01-08,1998-01-03
85.0,14191,8,5,0.0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2,431,135,0,0,0,0,0,0,202900,2010-01-04,2002-01-10,2002-01-10
60.0,8400,4,4,0.0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1,294,250,0,24,0,0,0,0,82000,2009-01-09,1950-01-09,1950-01-09
0.0,8544,3,4,340.0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,87500,2006-01-05,1949-01-05,1950-01-12
63.0,8849,9,5,616.0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2,564,495,72,0,0,0,0,0,266000,2008-01-07,2005-01-12,2005-01-12
36.0,2592,5,3,0.0,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1,336,182,0,0,0,0,0,0,85000,2010-01-04,1976-01-01,1976-01-01
65.0,6435,6,5,0.0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1,312,0,0,0,0,0,0,0,140200,2006-01-10,1939-01-08,1950-01-04
0.0,12772,6,8,0.0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1,301,0,0,0,0,0,0,15500,151500,2007-01-04,1960-01-02,1998-01-04
0.0,17600,6,5,30.0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,2,498,0,40,0,0,0,0,0,157500,2009-01-12,1960-01-01,1960-01-01
36.0,2448,7,5,106.0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2,474,0,27,0,0,0,0,0,154000,2008-01-10,2003-01-09,2004-01-08
68.0,7820,9,5,362.0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2,617,210,54,0,0,0,0,0,318061,2007-01-12,2007-01-02,2007-01-02
0.0,5271,7,5,0.0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,2,445,0,80,0,0,184,0,0,190000,2006-01-12,1986-01-08,1986-01-08
60.0,9084,5,6,0.0,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1,200,48,0,0,0,0,0,0,95000,2008-01-03,1941-01-01,1950-01-10
60.0,8520,6,8,0.0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2,484,106,0,0,0,0,0,0,105900,2010-01-05,1928-01-02,2003-01-11
60.0,8400,6,5,0.0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1,240,0,0,108,0,0,0,0,140000,2006-01-06,1940-01-02,2000-01-05
105.0,11249,6,5,0.0,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,2,521,0,26,0,0,0,0,0,177500,2007-01-08,1995-01-10,1995-01-10
0.0,9248,6,6,106.0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,2,400,120,26,0,0,0,0,0,173000,2009-01-07,1992-01-09,1992-01-09
44.0,4224,5,5,0.0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,2,528,536,90,0,0,0,0,0,134000,2007-01-08,1976-01-11,1976-01-11
92.0,6930,5,4,120.0,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1,288,168,0,294,0,0,0,0,130000,2006-01-07,1958-01-05,1958-01-05
78.0,12011,8,5,530.0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,2,592,208,75,0,0,374,0,0,280000,2006-01-06,1998-01-10,1998-01-10
0.0,7540,6,6,0.0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,2,470,0,0,0,0,192,0,0,156000,2007-01-06,1978-01-01,1978-01-01
0.0,9144,5,5,0.0,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,1,240,0,0,0,0,0,0,0,145000,2008-01-07,1940-01-05,1982-01-11
64.0,7301,7,5,500.0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2,672,0,0,177,0,0,0,0,198500,2009-01-07,2003-01-06,2003-01-06
21.0,1680,6,8,510.0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,250,0,0,0,0,0,0,118000,2009-01-05,1972-01-09,2007-01-09
0.0,18800,6,5,120.0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,2,566,306,111,0,0,0,0,0,190000,2006-01-07,1976-01-02,1976-01-02
59.0,10690,5,7,0.0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1,468,0,128,218,0,0,0,0,147000,2009-01-07,1920-01-04,1997-01-09
0.0,9500,6,5,247.0,785,1394,1394,0,0,1394,1,0,1,1,3,1,6,2,2,514,0,76,0,0,185,0,0,159000,2009-01-07,1963-01-07,1963-01-07
101.0,9150,6,5,305.0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1,296,64,110,0,0,0,0,0,165000,2008-01-12,1962-01-12,1962-01-12
78.0,7800,5,6,200.0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1,244,0,98,0,0,0,0,0,132000,2010-01-03,1954-01-08,1954-01-08
0.0,9830,5,7,0.0,733,1063,1287,0,0,1287,1,0,1,0,3,1,7,1,2,576,364,17,0,0,182,0,0,162000,2010-01-03,1959-01-12,2006-01-10
0.0,8121,6,5,0.0,953,953,953,711,0,1664,0,0,2,1,3,1,7,1,2,460,100,40,0,0,0,0,0,172400,2006-01-01,2000-01-11,2000-01-11
80.0,17120,4,4,0.0,0,0,1120,468,0,1588,0,0,2,0,4,1,7,1,2,680,0,59,0,0,0,0,0,134432,2008-01-07,1959-01-04,1959-01-04
50.0,7175,6,5,0.0,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1,264,353,0,0,0,90,0,0,125000,2010-01-02,1984-01-06,1984-01-06
79.0,10634,5,6,0.0,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1,270,66,0,0,0,0,0,0,123000,2009-01-11,1953-01-12,1953-01-12
65.0,8200,7,5,0.0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,2,434,100,48,0,0,0,0,0,219500,2007-01-07,2003-01-02,2004-01-08
0.0,10020,1,1,0.0,333,683,904,0,0,904,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,61000,2009-01-03,1922-01-10,1950-01-06
57.0,8846,5,5,0.0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,2,576,0,0,0,0,0,0,0,148000,2006-01-07,1996-01-02,1996-01-02
102.0,11143,8,5,0.0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2,610,159,214,0,0,0,0,0,340000,2007-01-12,2004-01-06,2005-01-08
88.0,11394,9,2,350.0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,3,834,113,0,0,0,0,0,0,394432,2010-01-06,2010-01-02,2010-01-02
60.0,8123,6,5,16.0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2,463,100,63,0,0,0,0,0,179000,2009-01-06,2000-01-05,2000-01-05
50.0,5000,5,6,0.0,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,1,308,0,0,242,0,0,0,0,127000,2010-01-05,1924-01-06,1950-01-10
60.0,7200,7,5,0.0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2,572,216,121,0,0,0,0,0,187750,2006-01-08,2006-01-03,2006-01-03
79.0,9245,7,5,0.0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,2,639,144,53,0,0,0,0,0,213500,2007-01-04,2006-01-11,2006-01-11
60.0,9000,6,3,0.0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,2,360,0,0,91,0,0,0,0,76000,2009-01-10,1928-01-02,1950-01-12
0.0,53107,6,5,0.0,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,2,501,216,231,0,0,0,0,0,240000,2007-01-06,1992-01-08,1992-01-08
43.0,3182,8,5,16.0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2,430,146,20,0,0,144,0,0,192000,2010-01-04,2004-01-01,2005-01-09
58.0,8410,5,3,0.0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,0,0,0,151,0,0,0,0,0,81000,2006-01-05,1910-01-04,1996-01-05
72.0,7200,6,6,255.0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1,352,296,0,0,0,0,0,0,125000,2009-01-10,1976-01-11,1976-01-11
93.0,9382,7,5,125.0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,2,577,120,25,0,0,0,0,0,191000,2008-01-07,1999-01-08,2000-01-06
96.0,12474,10,5,272.0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,3,846,196,134,0,0,0,0,0,426000,2008-01-08,2007-01-06,2008-01-07
50.0,8405,5,8,0.0,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1,384,0,130,112,0,0,0,0,119000,2008-01-04,1900-01-03,1950-01-04
71.0,12209,6,5,0.0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2,560,125,192,0,0,0,0,0,215000,2009-01-06,2001-01-10,2002-01-12
0.0,8339,5,7,0.0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1,294,0,0,0,0,0,0,1200,106500,2007-01-07,1959-01-04,1959-01-04
0.0,7446,4,5,0.0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,0,0,0,0,0,0,0,0,0,100000,2006-01-04,1941-01-06,1950-01-05
60.0,10134,5,6,0.0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,1,240,0,39,0,0,0,0,0,109000,2007-01-07,1940-01-07,1950-01-02
68.0,9571,5,6,0.0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1,596,44,0,0,0,0,0,0,129000,2010-01-06,1956-01-10,1956-01-10
60.0,7200,5,5,0.0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,2,600,215,0,0,0,0,0,0,123000,2009-01-09,1972-01-07,1972-01-07
69.0,7590,5,5,288.0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1,264,0,168,0,0,0,0,0,169500,2007-01-07,1962-01-06,1962-01-06
60.0,8967,5,2,0.0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1,338,0,0,0,0,0,0,0,67000,2007-01-11,1920-01-04,1950-01-08
65.0,8125,7,5,100.0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2,438,0,168,0,0,0,0,0,241000,2009-01-10,2006-01-02,2007-01-08
38.0,14963,8,5,0.0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,2,500,120,30,0,0,224,0,0,245500,2008-01-12,1996-01-04,1996-01-04
65.0,8767,7,5,0.0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2,400,0,0,0,0,0,0,0,164990,2006-01-07,2005-01-06,2005-01-06
60.0,10200,5,8,0.0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1,240,168,0,0,0,0,0,0,108000,2008-01-08,1940-01-12,1997-01-07
93.0,12090,8,5,650.0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,2,420,144,123,0,0,0,0,0,258000,2006-01-07,1998-01-05,1998-01-05
0.0,10364,6,5,0.0,806,806,806,766,0,1572,0,0,2,1,3,1,7,1,2,373,0,40,0,0,0,0,0,168000,2007-01-05,1995-01-02,1996-01-12
0.0,9991,4,4,0.0,165,1281,1620,0,0,1620,1,0,2,0,3,1,8,1,2,490,120,78,0,0,0,0,0,150000,2009-01-06,1976-01-12,1993-01-02
51.0,10480,6,5,0.0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,0,0,115000,2008-01-03,1936-01-09,1950-01-12
63.0,15576,6,7,0.0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1,308,0,0,160,0,0,0,0,177000,2008-01-03,1915-01-04,1976-01-07
109.0,14154,7,5,350.0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,3,947,192,62,0,0,0,0,0,280000,2007-01-08,2006-01-11,2006-01-11
68.0,9571,5,3,0.0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1,350,0,0,0,0,0,0,0,60000,2009-01-06,1958-01-08,1958-01-08
100.0,34650,5,5,0.0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,2,572,264,0,0,0,0,0,0,145000,2006-01-01,1955-01-09,1955-01-09
0.0,4403,7,5,432.0,892,1470,1478,0,0,1478,1,0,2,1,2,1,7,1,2,484,0,144,0,0,0,0,0,222000,2010-01-06,2009-01-01,2009-01-01
56.0,8960,5,6,0.0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,2,360,0,0,130,0,0,0,0,115000,2010-01-03,1927-01-04,1950-01-12
59.0,11228,7,5,0.0,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,3,678,196,187,0,0,0,0,0,228000,2008-01-12,1993-01-07,1993-01-07
74.0,7844,6,7,203.0,463,672,672,728,0,1400,0,0,1,1,3,1,6,1,2,440,0,0,0,0,0,0,0,149500,2006-01-03,1978-01-06,1978-01-06
86.0,22420,6,6,0.0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,3,864,0,0,0,0,0,0,0,239000,2007-01-11,1918-01-04,1950-01-05
60.0,8160,5,6,0.0,444,756,756,378,0,1134,1,0,1,1,3,1,7,0,1,240,0,0,0,0,0,0,0,126000,2007-01-04,1940-01-08,1950-01-05
65.0,8450,5,6,0.0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,1,304,0,85,184,0,0,0,0,142000,2010-01-07,1968-01-01,1968-01-01
78.0,7060,7,5,200.0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,4,784,0,0,0,0,0,0,0,206300,2008-01-11,1997-01-05,1998-01-11
0.0,16635,6,7,126.0,356,1602,1602,0,0,1602,0,1,2,0,3,1,8,1,2,529,240,0,0,0,0,0,0,215000,2009-01-06,1977-01-08,2000-01-05
100.0,21750,5,5,0.0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,2,520,0,0,0,0,0,0,0,113000,2008-01-02,1954-01-10,1954-01-10
80.0,9200,8,5,473.0,484,1470,1470,1160,0,2630,1,0,2,1,4,1,8,1,3,696,0,66,0,0,0,0,0,315000,2008-01-06,1998-01-04,1998-01-04
72.0,9000,6,5,74.0,580,1196,1196,0,0,1196,1,0,1,0,2,1,6,1,1,297,0,44,0,0,0,0,0,139000,2008-01-05,1956-01-12,1956-01-12
60.0,3378,7,8,0.0,651,651,707,682,0,1389,0,0,1,1,3,1,6,2,1,240,0,0,126,0,0,0,0,135000,2009-01-09,1946-01-10,1992-01-03
0.0,12800,7,5,145.0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,2,569,80,0,0,0,396,0,0,275000,2009-01-08,1989-01-06,1989-01-06
77.0,8593,4,6,0.0,619,907,907,0,0,907,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,109008,2008-01-07,1957-01-01,1957-01-01
64.0,6762,7,5,108.0,544,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,2,628,105,54,0,0,0,0,0,195400,2007-01-09,2007-01-04,2007-01-04
130.0,11457,6,5,0.0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,2,576,0,0,169,0,0,0,0,175000,2009-01-03,1988-01-08,1988-01-08
21.0,1680,6,5,232.0,96,483,483,504,0,987,0,0,1,1,2,1,4,0,1,264,0,0,0,0,0,0,0,85400,2008-01-07,1971-01-06,1971-01-06
60.0,5586,6,7,0.0,901,901,1088,110,0,1198,0,0,1,0,4,1,7,0,0,0,0,98,0,0,0,0,0,79900,2008-01-09,1920-01-02,1998-01-09
24.0,1920,5,5,376.0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,2,440,240,36,0,0,0,0,0,122500,2007-01-08,1971-01-09,1971-01-09
100.0,10839,6,5,0.0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,2,470,0,36,0,0,0,0,0,181000,2008-01-07,1997-01-06,1998-01-11
21.0,1890,4,7,0.0,135,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,88,0,0,0,0,0,0,81000,2008-01-06,1972-01-06,1972-01-06
43.0,10667,7,6,0.0,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,2,550,158,61,0,0,0,0,0,212000,2009-01-04,1996-01-04,1996-01-04
40.0,4400,6,8,0.0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,2,440,0,0,0,0,0,0,0,116000,2006-01-10,1920-01-11,1950-01-07
50.0,6000,6,7,0.0,884,884,904,0,0,904,0,0,1,0,2,1,4,0,1,180,0,0,105,0,0,0,0,119000,2009-01-01,1926-01-08,2004-01-09
40.0,4280,5,6,0.0,75,440,694,0,0,694,0,0,1,0,2,1,4,1,1,352,0,0,34,0,0,0,0,90350,2007-01-03,1913-01-10,2002-01-06
67.0,12354,6,8,0.0,684,684,684,512,0,1196,0,0,1,0,3,1,7,0,2,528,0,46,0,0,0,0,800,110000,2009-01-08,1920-01-05,2000-01-03
105.0,15431,10,5,200.0,788,3094,2402,0,0,2402,1,0,2,0,2,1,10,2,3,672,0,72,0,0,170,0,0,555000,2009-01-04,2008-01-01,2008-01-01
92.0,12108,4,4,270.0,1307,1440,1440,0,0,1440,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,118000,2008-01-09,1955-01-10,1955-01-10
52.0,6240,5,7,0.0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,2,360,0,0,0,0,0,0,0,162900,2008-01-06,1930-01-09,1992-01-06
70.0,8750,7,5,0.0,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,2,493,144,133,0,0,0,0,0,210000,2008-01-07,1994-01-12,1995-01-12
73.0,9855,6,5,0.0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,2,480,0,0,0,0,0,0,0,127500,2009-01-11,1956-01-09,1956-01-09
137.0,16492,6,6,0.0,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,2,578,0,0,0,0,0,0,0,190000,2010-01-06,1966-01-05,2002-01-01
0.0,11214,7,5,0.0,930,930,956,930,0,1886,0,0,2,1,4,1,10,1,2,431,89,0,0,0,0,0,0,199900,2006-01-07,1998-01-02,1999-01-04
50.0,8600,6,6,0.0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,1,198,0,0,0,0,0,0,0,119500,2006-01-06,1937-01-01,1950-01-05
50.0,6000,3,7,0.0,318,649,679,504,0,1183,0,0,1,1,2,1,6,0,1,308,0,176,0,0,0,0,0,120000,2007-01-06,1948-01-09,2002-01-01
70.0,5684,6,8,0.0,813,813,813,0,0,813,0,0,1,0,2,1,5,0,1,270,0,113,0,0,0,0,0,110000,2006-01-06,1930-01-07,2005-01-02
62.0,70761,7,5,0.0,878,1533,1533,0,0,1533,1,0,2,0,2,1,5,2,2,576,200,54,0,0,0,0,0,280000,2006-01-12,1975-01-01,1975-01-01
0.0,9303,6,5,42.0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,2,422,144,122,0,0,0,0,0,204000,2007-01-07,1996-01-11,1997-01-05
75.0,9000,8,5,0.0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,2,676,0,30,0,0,0,0,0,210000,2009-01-06,2008-01-04,2008-01-04
63.0,9297,5,5,0.0,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,2,560,0,0,0,0,0,0,0,188000,2006-01-07,1976-01-02,1976-01-02
80.0,9600,7,6,320.0,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,2,528,0,0,0,0,0,0,0,175500,2007-01-09,1973-01-05,1973-01-05
34.0,4571,5,5,0.0,624,624,624,720,0,1344,0,0,1,0,4,1,7,0,3,513,0,0,96,0,0,0,0,98000,2008-01-05,1916-01-10,1950-01-09
0.0,53227,4,6,0.0,248,1364,1663,0,0,1663,1,0,1,0,2,1,6,2,2,529,224,137,0,0,0,0,0,256000,2008-01-03,1954-01-12,1994-01-04
0.0,5100,8,7,0.0,588,588,833,833,0,1666,0,0,1,0,3,1,7,1,1,228,192,63,0,0,0,0,0,161000,2008-01-06,1925-01-07,1996-01-07
0.0,7015,5,4,161.0,524,709,979,224,0,1203,1,0,1,0,3,1,5,1,1,352,0,0,248,0,0,0,0,110000,2009-01-07,1950-01-08,1950-01-08
75.0,8004,8,5,110.0,288,832,832,1103,0,1935,1,0,2,1,3,1,8,0,2,552,0,150,0,0,0,0,0,263435,2009-01-12,2009-01-01,2009-01-01
60.0,7200,7,9,0.0,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,2,576,256,0,0,0,0,0,0,155000,2009-01-04,1936-01-11,2007-01-09
60.0,8281,5,5,0.0,0,864,864,0,0,864,0,0,1,0,3,1,5,1,1,360,0,0,236,0,0,0,0,62383,2009-01-12,1965-01-02,1965-01-02
74.0,11988,6,7,0.0,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,1,240,0,0,0,0,0,0,0,188700,2008-01-08,1934-01-04,1995-01-03
60.0,8430,5,5,136.0,424,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,0,0,0,0,0,0,0,0,0,124000,2009-01-08,1978-01-12,1978-01-12
0.0,3072,7,5,18.0,1375,1375,1414,0,0,1414,0,0,2,0,2,1,6,1,2,398,144,20,0,0,0,0,0,178740,2006-01-05,2004-01-10,2004-01-10
85.0,10628,7,5,0.0,499,1277,1277,0,0,1277,1,0,1,0,2,1,5,1,2,526,0,0,0,0,176,0,0,167000,2007-01-04,1970-01-04,1970-01-04
79.0,9480,5,7,224.0,342,728,888,756,0,1644,0,0,1,1,3,1,7,2,1,312,168,0,0,0,0,0,0,146500,2007-01-06,1942-01-10,1995-01-07
98.0,11428,8,5,248.0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,3,866,0,44,0,0,0,0,0,250000,2007-01-05,2006-01-07,2006-01-07
76.0,9291,6,5,120.0,406,832,832,878,0,1710,0,0,2,1,3,1,7,0,2,506,144,70,0,0,0,0,0,187000,2008-01-06,1993-01-07,1993-01-07
0.0,6820,8,5,0.0,0,1488,1502,0,0,1502,1,0,1,1,1,1,4,0,2,528,0,54,0,0,140,0,0,212000,2010-01-06,1985-01-07,1985-01-07
92.0,11952,7,6,0.0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,2,534,0,0,0,0,276,0,0,190000,2007-01-11,1977-01-10,1977-01-10
35.0,3675,6,5,80.0,88,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2,525,0,28,0,0,0,0,0,148000,2008-01-06,2005-01-08,2005-01-08
41.0,5330,8,5,0.0,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,2,499,96,48,0,0,0,0,0,251000,2007-01-08,2000-01-10,2000-01-10
80.0,8480,5,6,0.0,340,970,970,0,0,970,1,0,1,0,2,1,5,0,2,624,0,24,0,0,192,0,0,132500,2007-01-07,1963-01-07,1963-01-07
75.0,13125,6,5,215.0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,2,508,140,39,0,0,0,0,0,208900,2008-01-04,1997-01-08,1998-01-05
105.0,13693,9,5,772.0,2153,2153,2069,574,0,2643,0,0,2,1,3,1,9,1,3,694,414,84,0,0,0,0,0,380000,2007-01-03,2006-01-08,2006-01-08
79.0,10637,8,5,336.0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,3,826,208,44,0,0,0,0,0,297000,2009-01-09,2007-01-02,2008-01-10
50.0,5925,4,7,435.0,739,907,1131,0,0,1131,0,0,1,0,2,1,7,0,2,672,0,72,0,0,0,0,0,89471,2007-01-03,1937-01-06,2000-01-09
98.0,16033,9,5,378.0,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,3,772,519,112,0,0,0,0,0,326000,2006-01-03,2004-01-07,2005-01-12
72.0,11846,9,5,562.0,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,3,874,206,49,0,0,0,0,0,374000,2006-01-08,2003-01-05,2004-01-02
50.0,2500,7,8,0.0,611,910,916,910,0,1826,1,0,1,1,4,1,7,1,1,164,0,0,0,0,0,0,0,155000,2009-01-06,1915-01-03,2005-01-08
32.0,4500,6,5,116.0,319,1216,1216,0,0,1216,1,0,2,0,2,1,5,0,2,402,0,125,0,0,0,0,0,164000,2006-01-05,1998-01-02,1998-01-02
0.0,7758,5,7,0.0,411,999,999,0,0,999,1,0,1,0,3,1,6,0,1,264,0,132,0,0,0,0,0,132500,2007-01-03,1962-01-07,2001-01-07
80.0,9600,5,7,0.0,506,1113,1113,0,0,1113,0,0,1,0,3,1,5,1,1,264,0,80,120,0,0,0,0,147000,2009-01-07,1950-01-07,2007-01-08
